date,year,interest_rate_mtg_data_weekly,cpi_data_monthly,cpi_fesl_data_monthly,rec_sahm_data_monthly,rec_smooth_prob_data_monthly,rec_nber_data_monthly,unemployment_data_monthly,unemployment_level_data_monthly,all_employed_data_monthly,employment_population_ratio_data_monthly,labor_force_participation_data_monthly,m1_data_monthly,m2_data_monthly,m2_real_data_monthly,interest_rate_fedfunds_data_monthly,consumer_sentiment_data_monthly,consumer_sentiment_inflation_data_monthly,consumer_sentiment_composite_data_monthly,consumer_sentiment_composite_amplitude_data_monthly,job_openings_data_monthly,job_hires_data_monthly,job_separations_data_monthly,average_weekly_earnings_data_monthly,gdp_data_quarterly,gdp_real_data_quarterly,cpi_inflation_data_annual,median_income_real_data_annual,median_income_data_annual
2006-01-01,2006,6.413269230769231,201.5583333333333,205.91666666666666,-0.025833333333333337,0.36000000000000004,0.0,4.608333333333333,6991.25,136432.75,63.11666666666667,66.16666666666667,1375.1666666666667,6884.716666666667,3415.6,4.964166666666666,87.30833333333334,3.225,93.93885,100.18667166666667,4156.833333333333,5040.75,4885.5,697.115,13815.583,16433.1475,3.22594410070404,71850.0,48200.0
2007-01-01,2007,6.337307692307693,207.34416666666667,210.72508333333334,0.11416666666666668,1.785,0.0,4.616666666666666,7073.083333333333,137978.41666666666,62.975,66.03333333333333,1373.0583333333334,7308.0,3524.375,5.019166666666666,85.58333333333333,3.216666666666667,92.08284583333334,99.97357333333333,4244.166666666667,4949.083333333333,4872.583333333333,718.875,14474.227,16762.445499999998,2.85267248150138,73010.0,50230.0
2008-01-01,2008,6.027169811320754,215.25424999999998,215.56508333333332,0.995,80.01333333333334,1.0,5.8,8948.166666666666,137226.41666666666,62.18333333333334,66.02499999999999,1434.7333333333333,7804.091666666667,3626.066666666667,1.9275,63.75,4.091666666666667,68.59141,97.37909916666666,3395.9166666666665,4398.333333333333,4695.333333333333,739.3216666666667,14769.86175,16781.48475,3.839100296651,70520.0,50300.0
2009-01-01,2009,5.036538461538461,214.56466666666665,219.23666666666668,3.3816666666666664,45.873333333333335,0.5,9.283333333333333,14294.5,131291.08333333334,59.34166666666667,65.39999999999999,1638.1416666666667,8433.291666666666,3930.4583333333335,0.16,66.25833333333334,2.566666666666667,71.29023583333334,97.694075,2169.4166666666665,3618.25,4044.5833333333335,750.48,14478.06725,16349.1105,-0.355546266299747,70070.0,49780.0
2010-01-01,2010,4.689807692307692,218.0761666666667,221.3358333333333,0.7516666666666666,0.29333333333333333,0.0,9.608333333333334,14807.75,130334.66666666667,58.475,64.70833333333333,1742.6666666666667,8645.591666666667,3964.375,0.17500000000000002,71.84166666666667,2.783333333333333,77.29758666666667,98.34188999999999,2589.6666666666665,3810.0,3707.75,770.9041666666667,15048.971,16789.750500000002,1.6400434423899,68420.0,49280.0
2011-01-01,2011,4.447884615384615,224.923,225.0064166666667,0.025000000000000005,0.3383333333333334,0.0,8.933333333333334,13738.5,131916.66666666666,58.375,64.10833333333333,2015.8500000000001,9282.525,4126.208333333333,0.10166666666666667,67.35000000000001,3.6333333333333333,72.46480833333334,97.831105,3086.5833333333335,4042.75,3841.1666666666665,791.2783333333333,15599.7315,17052.410499999998,3.156841568622,67410.0,50050.0
2012-01-01,2012,3.6574999999999998,229.58608333333333,229.75683333333333,-0.06583333333333334,0.4283333333333334,0.0,8.075,12499.166666666666,134154.5,58.55833333333334,63.699999999999996,2324.1916666666666,10073.883333333333,4387.474999999999,0.14,76.54166666666667,3.2583333333333333,82.35452416666666,98.88992999999999,3455.5833333333335,4153.583333333333,3968.4166666666665,807.8666666666667,16253.970000000001,17442.75925,2.06933726526067,67400.0,51020.0
2013-01-01,2013,3.9755769230769227,232.95174999999998,233.81041666666667,-0.06833333333333334,0.375,0.0,7.358333333333333,11457.166666666666,136360.66666666666,58.6,63.25833333333333,2561.75,10752.341666666667,4615.5,0.1075,79.20833333333333,3.108333333333333,85.22370833333333,99.21669750000001,3669.3333333333335,4290.25,4091.8333333333335,825.0491666666667,16880.683250000002,17812.167,1.46483265562717,69950.0,53590.0
2014-01-01,2014,4.168867924528302,236.715,237.90233333333333,-0.1025,0.44,0.0,6.158333333333334,9601.5,138922.75,59.00833333333333,62.88333333333333,2830.4833333333336,11414.425000000001,4821.900000000001,0.08916666666666667,84.125,3.091666666666667,90.51375916666666,99.8051225,4323.333333333333,4611.75,4370.833333333333,844.0833333333334,17608.13825,18261.714249999997,1.62222297740817,69060.0,53660.0
2015-01-01,2015,3.8505769230769227,237.00175000000002,242.25750000000002,-0.0575,2.2116666666666664,0.0,5.2749999999999995,8293.75,141801.33333333334,59.333333333333336,62.65833333333333,3040.7333333333336,12074.324999999999,5094.458333333333,0.1325,92.94166666666666,2.733333333333333,100.00000833333333,100.82183333333334,5050.416666666667,4878.333333333333,4666.833333333333,863.5008333333334,18295.019,18799.622,0.118627135552451,72790.0,56520.0
2016-01-01,2016,3.6540384615384616,240.00541666666666,247.60358333333332,0.006666666666666668,0.8583333333333334,0.0,4.875,7751.333333333333,144331.91666666666,59.73333333333333,62.800000000000004,3270.5916666666667,12892.066666666666,5371.2,0.395,91.84166666666665,2.5083333333333333,98.8164625,100.70656666666667,5333.333333333333,4958.25,4785.333333333333,882.8683333333333,18804.91325,19141.67225,1.26158320570536,75380.0,59040.0
2017-01-01,2017,3.9898076923076924,245.121,252.1525,-0.043333333333333335,0.3333333333333333,0.0,4.358333333333333,6984.666666666667,146610.41666666666,60.125,62.85,3549.441666666667,13621.366666666667,5556.816666666667,1.0016666666666667,96.76666666666667,2.5833333333333335,104.11548333333333,101.28862500000001,5580.5,5119.583333333333,4949.833333333333,905.0433333333334,19612.1025,19612.1025,2.13011000365961,76710.0,61140.0
2018-01-01,2018,4.544615384615384,251.0995,257.5614166666667,-0.025833333333333337,0.4116666666666666,0.0,3.891666666666666,6315.25,148893.66666666666,60.44166666666666,62.88333333333333,3707.0,14141.441666666666,5631.675,1.8316666666666668,98.36666666666667,2.8083333333333336,105.83700833333334,101.4531,6475.083333333333,5357.833333333333,5167.166666666667,934.36,20656.5155,20193.89525,2.44258329692817,77700.0,63180.0
2019-01-01,2019,3.935769230769231,255.65258333333335,263.2129166666667,0.0275,1.6049999999999998,0.0,3.6750000000000003,5999.166666666667,150905.08333333334,60.78333333333333,63.1,3872.5333333333333,14863.433333333334,5813.45,2.158333333333333,95.98333333333333,2.6083333333333334,103.27267583333332,101.23429166666666,6430.083333333333,5466.416666666667,5311.0,963.1325,21539.981499999998,20715.6715,1.81221007526021,83260.0,68700.0
2020-01-01,2020,3.111698113207547,258.85575,267.70991666666663,4.316666666666666,16.865,0.16666666666666666,8.1,12949.666666666666,142161.91666666666,56.76666666666667,61.74166666666667,12821.083333333334,17696.283333333333,6835.474999999999,0.3758333333333333,81.54166666666667,2.6666666666666665,87.73424083333333,99.46525083333334,5637.083333333333,5708.083333333333,6314.333333333333,1014.7025,21375.2815,20284.5,1.23358439630629,81580.0,68010.0
2021-01-01,2021,2.957692307692308,270.97341666666665,277.25100000000003,0.5275,0.61,0.0,5.3500000000000005,8629.916666666666,146284.33333333334,58.35,61.675000000000004,19381.758333333335,20538.241666666665,7577.858333333334,0.08,77.61666666666666,4.166666666666667,83.51116333333333,99.03490083333334,9069.583333333334,5982.666666666667,5402.416666666667,1066.0991666666666,23725.6455,21532.407,4.69785886363742,81270.0,70780.0
2022-01-01,2022,5.344038461538461,292.62641666666667,294.3066666666667,-0.03833333333333334,0.9133333333333334,0.0,3.65,5992.666666666667,152549.16666666666,59.98333333333333,62.23333333333333,20434.241666666665,21607.55,7387.200000000001,1.6833333333333333,58.975,5.016666666666667,63.45377916666666,96.85524083333333,10151.083333333334,6004.5,5648.833333333333,1115.3108333333332,26054.61425,22075.93125,8.00279982052121,79500.0,74580.0
2023-01-01,2023,6.806730769230769,304.70300000000003,308.3785833333333,0.11,0.6016666666666667,0.0,3.625,6076.833333333333,155895.25,60.31666666666666,62.60833333333333,18546.341666666667,20869.600000000002,6850.116666666666,5.024166666666667,65.35000000000001,3.816666666666667,70.31292083333334,97.58591916666667,8234.75,5472.583333333333,5321.333333333333,1159.3983333333333,27811.517,22723.71875,4.11633838374488,82690.0,80610.0
2024-01-01,2024,6.721153846153846,313.6981666666667,318.98983333333337,0.39999999999999997,0.8250000000000001,0.0,4.0249999999999995,6762.166666666667,157693.83333333334,60.06666666666666,62.59166666666667,18119.266666666666,21133.908333333333,6736.908333333333,5.1433333333333335,72.54166666666667,2.9,78.0507475,98.91297,6732.166666666667,5007.583333333333,4931.75,1201.8841666666667,29298.01275,23358.43475,2.94952520485207,83730.0,83730.0
