filed_date,fiscal_year,form,fiscal_period,Assets,CommonStockSharesOutstanding,EarningsPerShareDiluted,Liabilities,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,WeightedAverageNumberOfSharesOutstandingBasic,ticker,OperatingExpenses
2013-05-02,2013,10-Q,Q1,2351542000.0,47703684.0,1.22,1069525000.0,59261000.0,,583309000.0,47707000.0,WAB,75271000.0
2013-07-26,2013,10-Q,Q2,2351542000.0,95407368.0,1.28,1069525000.0,123973000.0,,1193129000.0,95479000.0,WAB,147833000.0
2013-10-31,2013,10-Q,Q3,2351542000.0,95407368.0,1.93,1069525000.0,186967000.0,,,95464000.0,WAB,222270000.0
2014-02-21,2013,10-K,FY,2158953000.0,95407368.0,1.76,1069525000.0,170149000.0,,,95639000.0,WAB,299723000.0
2014-05-01,2014,10-Q,Q1,2821997000.0,95909948.0,0.72,1234830000.0,69613000.0,,,95025000.0,WAB,79221000.0
2014-07-31,2014,10-Q,Q2,2821997000.0,95909948.0,1.49,1234830000.0,144251000.0,,,95243000.0,WAB,159548000.0
2014-10-30,2014,10-Q,Q3,2821997000.0,95909948.0,2.25,1234830000.0,218194000.0,,,95383000.0,WAB,237810000.0
2015-02-20,2014,10-K,FY,2351542000.0,95909948.0,2.6,1234830000.0,251732000.0,,,95469000.0,WAB,302288000.0
2015-04-30,2015,10-Q,Q1,3303841000.0,96274395.0,0.83,1495543000.0,80134000.0,,,95529000.0,WAB,87723000.0
2015-07-30,2015,10-Q,Q2,3303841000.0,96274395.0,1.74,1495543000.0,168839000.0,,,95674000.0,WAB,180058000.0
2015-10-29,2015,10-Q,Q3,3303841000.0,96274395.0,2.67,1495543000.0,258994000.0,,,95745000.0,WAB,291539000.0
2016-02-19,2015,10-K,FY,2821997000.0,96274395.0,3.01,1495543000.0,292235000.0,,,95463000.0,WAB,326717000.0
2016-04-28,2016,10-Q,Q1,3296846000.0,91836106.0,0.99,1595507000.0,96164000.0,,,96243000.0,WAB,106935000.0
2016-07-28,2016,10-Q,Q2,3296846000.0,91836106.0,2.03,1595507000.0,197668000.0,,,96066000.0,WAB,218839000.0
2016-11-07,2016,10-Q,Q3,3296846000.0,91836106.0,3.05,1595507000.0,296849000.0,,,96135000.0,WAB,323830000.0
2017-02-28,2016,10-K,FY,3303841000.0,91836106.0,3.62,1528174000.0,351680000.0,,,95781000.0,WAB,408873000.0
2017-05-04,2017,10-Q,Q1,6581018000.0,95425432.0,1.02,3604193000.0,94163000.0,,,91258000.0,WAB,112999000.0
2017-08-03,2017,10-Q,Q2,6581018000.0,95425432.0,2.02,3604193000.0,184648000.0,,,90832000.0,WAB,217104000.0
2017-11-01,2017,10-Q,Q3,6581018000.0,95425432.0,2.92,3604193000.0,267076000.0,,,90546000.0,WAB,309489000.0
2018-02-26,2017,10-K,FY,3229513000.0,95425432.0,4.1,3604193000.0,398628000.0,,,96074000.0,WAB,440249000.0
2018-05-04,2018,10-Q,Q1,6579980000.0,96034352.0,0.77,3751448000.0,73889000.0,,,95243000.0,WAB,155195000.0
2018-07-31,2018,10-Q,Q2,6579980000.0,96034352.0,1.52,3751448000.0,145914000.0,,,95370000.0,WAB,315801000.0
2018-10-30,2018,10-Q,Q3,6579980000.0,96034352.0,2.22,3751448000.0,213313000.0,2806218000.0,,95163000.0,WAB,467338000.0
2019-02-27,2018,10-K,FY,6581018000.0,96034352.0,3.34,3751448000.0,304887000.0,2931188000.0,,90359000.0,WAB,467632000.0
2019-05-09,2019,10-Q,Q1,8649234000.0,96614946.0,0.92,5780159000.0,88366000.0,1056177000.0,,95810000.0,WAB,179602000.0
2019-08-01,2019,10-Q,Q2,8649234000.0,96614946.0,1.79,5780159000.0,172782000.0,2167857000.0,,95867000.0,WAB,380046000.0
2019-11-01,2019,10-Q,Q3,8649200000.0,96614946.0,2.7,5780100000.0,260600000.0,3245700000.0,,95900000.0,WAB,556900000.0
2020-02-24,2019,10-K,FY,6580000000.0,96614946.0,2.72,5780100000.0,262300000.0,3881700000.0,,95500000.0,WAB,644200000.0
2020-05-06,2020,10-Q,Q1,18944200000.0,191699193.0,-0.04,8950600000.0,-4500000.0,1593600000.0,,121200000.0,WAB,321700000.0
2020-07-29,2020,10-Q,Q2,18944200000.0,191700000.0,0.61,8950600000.0,99700000.0,3829900000.0,,149600000.0,WAB,735800000.0
2020-10-29,2020,10-Q,Q3,18944200000.0,191700000.0,1.11,8950600000.0,191000000.0,5831600000.0,,163200000.0,WAB,1166100000.0
2021-02-19,2020,10-K,FY,18944200000.0,191700000.0,3.05,8950600000.0,294900000.0,4363500000.0,,96000000.0,WAB,760500000.0
2021-04-29,2021,10-Q,Q1,18454500000.0,188900000.0,0.58,8301800000.0,111600000.0,1929900000.0,,190800000.0,WAB,361400000.0
2021-07-29,2021,10-Q,Q2,18454500000.0,188900000.0,1.04,8301800000.0,198400000.0,3667300000.0,,190300000.0,WAB,688700000.0
2021-10-27,2021,10-Q,Q3,18454500000.0,188900000.0,1.71,8301800000.0,326500000.0,5532400000.0,,190100000.0,WAB,1048200000.0
2022-02-17,2021,10-K,FY,18454000000.0,188900000.0,1.84,8301000000.0,327000000.0,8200000000.0,,170500000.0,WAB,1615000000.0
2022-04-27,2022,10-Q,Q1,18454000000.0,185800000.0,0.59,8215000000.0,112000000.0,1830000000.0,,188500000.0,WAB,342000000.0
2022-08-05,2022,10-Q,Q2,18454000000.0,185800000.0,1.25,8215000000.0,237000000.0,3842000000.0,,188500000.0,WAB,719000000.0
2022-11-01,2022,10-Q,Q3,18454000000.0,185800000.0,1.95,8215000000.0,368000000.0,5749000000.0,,188200000.0,WAB,1105000000.0
2023-02-15,2022,10-K,FY,18454000000.0,185800000.0,2.17,8215000000.0,414000000.0,7556000000.0,,189900000.0,WAB,1392000000.0
2023-04-26,2023,10-Q,Q1,18516000000.0,181200000.0,0.8,8369000000.0,149000000.0,1927000000.0,,184500000.0,WAB,356000000.0
2023-07-27,2023,10-Q,Q2,18516000000.0,181200000.0,1.71,8369000000.0,315000000.0,3975000000.0,,183200000.0,WAB,737000000.0
2023-10-25,2023,10-Q,Q3,18516000000.0,181200000.0,2.59,8369000000.0,475000000.0,6056000000.0,,182600000.0,WAB,1124000000.0
2024-02-14,2023,10-K,FY,18516000000.0,181200000.0,2.96,8369000000.0,558000000.0,7822000000.0,,187700000.0,WAB,1493000000.0
2024-04-24,2024,10-Q,Q1,18988000000.0,177800000.0,0.93,8464000000.0,169000000.0,2194000000.0,,179900000.0,WAB,389000000.0
2024-07-24,2024,10-Q,Q2,18988000000.0,177800000.0,2.0,8464000000.0,360000000.0,4601000000.0,,179400000.0,WAB,800000000.0
2024-10-23,2024,10-Q,Q3,18988000000.0,177800000.0,3.33,8464000000.0,600000000.0,7151000000.0,,179100000.0,WAB,1222000000.0
2025-02-12,2024,10-K,FY,18988000000.0,177800000.0,3.46,8464000000.0,633000000.0,8362000000.0,,182200000.0,WAB,1529000000.0
2025-04-23,2025,10-Q,Q1,18747000000.0,171300000.0,1.53,8569000000.0,272000000.0,2497000000.0,,176500000.0,WAB,403000000.0
2025-07-24,2025,10-Q,Q2,18876000000.0,171300000.0,3.17,8569000000.0,561000000.0,5141000000.0,,176000000.0,WAB,847000000.0
2025-10-22,2025,10-Q,Q3,18644000000.0,171300000.0,4.8,8569000000.0,844000000.0,7804000000.0,,175100000.0,WAB,1294000000.0
2026-02-13,2025,10-K,FY,18702000000.0,171300000.0,4.53,8569000000.0,815000000.0,9677000000.0,,178800000.0,WAB,1678000000.0
2009-09-09,2009,10-Q,Q2,166895000000.0,,1.63,,6471000000.0,,197282000000.0,3951000000.0,WMT,
2009-12-08,2009,10-Q,Q3,167843000000.0,,2.43,,9608000000.0,,295627000000.0,3944000000.0,WMT,
2010-03-30,2009,10-K,FY,163429000000.0,3925000000.0,3.13,,12731000000.0,,377023000000.0,4066000000.0,WMT,
2010-06-04,2010,10-Q,Q1,162090000000.0,,0.77,,3022000000.0,,94242000000.0,3920000000.0,WMT,
2010-09-01,2010,10-Q,Q2,168609000000.0,,1.65,,6468000000.0,,195090000000.0,3905000000.0,WMT,
2010-12-06,2010,10-Q,Q3,172502000000.0,,2.47,,9612000000.0,,294463000000.0,3887000000.0,WMT,
2011-03-30,2010,10-K,FY,170407000000.0,3786000000.0,3.39,,13381000000.0,,404254000000.0,3939000000.0,WMT,
2011-06-03,2011,10-Q,Q1,174043000000.0,,0.87,,3301000000.0,,99811000000.0,3765000000.0,WMT,
2011-09-01,2011,10-Q,Q2,176944000000.0,,1.84,,6897000000.0,,203537000000.0,3730000000.0,WMT,
2011-12-08,2011,10-Q,Q3,186890000000.0,,2.79,,10333000000.0,,305489000000.0,3692000000.0,WMT,
2012-03-27,2011,10-K,FY,180782000000.0,3516000000.0,3.71,,14370000000.0,,408085000000.0,3866000000.0,WMT,
2012-06-01,2012,10-Q,Q1,186225000000.0,,0.97,,3399000000.0,,104189000000.0,3497000000.0,WMT,
2012-09-06,2012,10-Q,Q2,193872000000.0,,2.06,,7200000000.0,,213555000000.0,3486000000.0,WMT,
2012-12-04,2012,10-Q,Q3,195244000000.0,,3.02,,10536000000.0,,323781000000.0,3473000000.0,WMT,
2013-03-26,2012,10-K,FY,180782000000.0,,4.47,,16389000000.0,,421849000000.0,3656000000.0,WMT,
2013-06-07,2013,10-Q,Q1,197100000000.0,,1.09,,3742000000.0,,113010000000.0,3409000000.0,WMT,
2013-09-05,2013,10-Q,Q2,195661000000.0,,2.27,,7758000000.0,,227292000000.0,3396000000.0,WMT,
2013-12-06,2013,10-Q,Q3,205818000000.0,,3.35,,11393000000.0,,340875000000.0,3385000000.0,WMT,
2014-03-21,2013,10-K,FY,193406000000.0,,4.52,,15699000000.0,,446509000000.0,3460000000.0,WMT,
2014-06-06,2015,10-Q,Q1,202187000000.0,,1.14,,3784000000.0,,114070000000.0,3301000000.0,WMT,
2014-09-05,2015,10-Q,Q2,200969000000.0,,2.38,,7853000000.0,,230900000000.0,3290000000.0,WMT,
2014-12-01,2015,10-Q,Q3,209876000000.0,,3.52,,11591000000.0,,346588000000.0,3279000000.0,WMT,
2015-04-01,2015,10-K,FY,203105000000.0,,5.02,,16999000000.0,,468651000000.0,3374000000.0,WMT,
2015-06-05,2016,10-Q,Q1,202517000000.0,,1.11,,3593000000.0,,114960000000.0,3233000000.0,WMT,
2015-09-09,2016,10-Q,Q2,203762000000.0,,2.37,,7686000000.0,,235085000000.0,3231000000.0,WMT,
2015-12-02,2016,10-Q,Q3,207668000000.0,,3.51,,11397000000.0,,354086000000.0,3231000000.0,WMT,
2016-03-30,2016,10-K,FY,204541000000.0,,4.88,,16022000000.0,,476294000000.0,3269000000.0,WMT,
2016-06-03,2017,10-Q,Q1,200747000000.0,,1.03,,3341000000.0,,114826000000.0,3231000000.0,WMT,
2016-08-31,2017,10-Q,Q2,198620000000.0,,2.11,,6816000000.0,,235055000000.0,3226000000.0,WMT,
2016-12-01,2017,10-Q,Q3,205144000000.0,,3.13,,10120000000.0,,352463000000.0,3221000000.0,WMT,
2017-03-31,2017,10-K,FY,203490000000.0,,5.05,,16363000000.0,,485651000000.0,3230000000.0,WMT,
2017-06-02,2018,10-Q,Q1,198705000000.0,,0.98,,3079000000.0,,115904000000.0,3144000000.0,WMT,
2017-08-31,2018,10-Q,Q2,197886000000.0,,2.18,,6852000000.0,,236758000000.0,3126000000.0,WMT,
2017-12-01,2018,10-Q,Q3,206857000000.0,,3.16,,9886000000.0,,354937000000.0,3114000000.0,WMT,
2018-03-30,2018,10-K,FY,199581000000.0,,4.57,,14694000000.0,,482130000000.0,3207000000.0,WMT,
2018-06-04,2019,10-Q,Q1,199718000000.0,,1.0,,3039000000.0,,117542000000.0,3035000000.0,WMT,
2018-09-06,2019,10-Q,Q2,201566000000.0,,1.96,,5938000000.0,,240897000000.0,3021000000.0,WMT,
2018-11-30,2019,10-Q,Q3,209414000000.0,,2.54,,7687000000.0,360611000000.0,364076000000.0,3008000000.0,WMT,
2019-03-28,2019,10-K,FY,198825000000.0,,4.38,,13643000000.0,481317000000.0,485873000000.0,3101000000.0,WMT,
2019-06-07,2020,10-Q,Q1,204927000000.0,,0.72,,2134000000.0,121630000000.0,122690000000.0,2950000000.0,WMT,
2019-09-06,2020,10-Q,Q2,206062000000.0,,0.43,,1273000000.0,248689000000.0,250718000000.0,2948000000.0,WMT,
2019-12-04,2020,10-Q,Q3,226583000000.0,,1.01,,2983000000.0,372586000000.0,375612000000.0,2940000000.0,WMT,
2020-03-20,2020,10-K,FY,204522000000.0,,3.28,,9862000000.0,495761000000.0,500343000000.0,2995000000.0,WMT,
2020-06-03,2021,10-Q,Q1,234544000000.0,,1.33,,3842000000.0,122949000000.0,123925000000.0,2869000000.0,WMT,
2020-09-02,2021,10-Q,Q2,234861000000.0,,2.59,,7452000000.0,252337000000.0,254302000000.0,2861000000.0,WMT,
2020-12-02,2021,10-Q,Q3,239830000000.0,,3.74,,10740000000.0,379318000000.0,382293000000.0,2855000000.0,WMT,
2021-03-19,2021,10-K,FY,219295000000.0,,2.26,,6670000000.0,510329000000.0,514405000000.0,2929000000.0,WMT,
2021-06-04,2022,10-Q,Q1,232892000000.0,,1.4,,3990000000.0,133672000000.0,134622000000.0,2831000000.0,WMT,
2021-09-02,2022,10-Q,Q2,237382000000.0,,3.67,,10466000000.0,270496000000.0,272364000000.0,2832000000.0,WMT,
2021-12-01,2022,10-Q,Q3,250863000000.0,,5.48,,15601000000.0,404248000000.0,407072000000.0,2832000000.0,WMT,
2022-03-18,2022,10-K,FY,236495000000.0,,5.19,,14881000000.0,519926000000.0,523964000000.0,2850000000.0,WMT,
2022-06-03,2023,10-Q,Q1,236581000000.0,,0.97,,2730000000.0,137159000000.0,138310000000.0,2815000000.0,WMT,
2022-09-02,2023,10-Q,Q2,238552000000.0,,2.48,,7006000000.0,277030000000.0,279358000000.0,2807000000.0,WMT,
2022-12-01,2023,10-Q,Q3,244851000000.0,,3.59,,10111000000.0,416237000000.0,419883000000.0,2799000000.0,WMT,
2023-03-17,2023,10-K,FY,252496000000.0,,4.75,,13510000000.0,555233000000.0,559151000000.0,2831000000.0,WMT,
2023-06-02,2024,10-Q,Q1,246142000000.0,,0.74,,2054000000.0,140288000000.0,141569000000.0,2754000000.0,WMT,
2023-09-01,2024,10-Q,Q2,247199000000.0,,2.61,,7203000000.0,291669000000.0,294428000000.0,2745000000.0,WMT,
2023-11-30,2024,10-Q,Q3,247656000000.0,,1.97,,5405000000.0,443138000000.0,447241000000.0,2733000000.0,WMT,
2024-03-15,2024,10-K,FY,244860000000.0,,1.62,,13673000000.0,567762000000.0,572754000000.0,8376000000.0,WMT,
2024-06-07,2025,10-Q,Q1,245053000000.0,,0.21,,1673000000.0,151004000000.0,152301000000.0,8082000000.0,WMT,
2024-08-30,2025,10-Q,Q2,255121000000.0,,1.18,,9564000000.0,311284000000.0,313933000000.0,8081000000.0,WMT,
2024-12-06,2025,10-Q,Q3,259174000000.0,,1.24,,10017000000.0,470723000000.0,474737000000.0,8080000000.0,WMT,
2025-03-14,2025,10-K,FY,243197000000.0,,1.42,,11680000000.0,605881000000.0,611289000000.0,8171000000.0,WMT,
2019-05-08,2019,10-Q,Q2,98598000000.0,,4.86,,7360000000.0,,29899000000.0,1507000000.0,DIS,
2019-08-06,2019,10-Q,Q3,98598000000.0,,6.81,,10276000000.0,,45128000000.0,1502000000.0,DIS,
2019-11-20,2019,10-K,FY,98598000000.0,,5.69,,8980000000.0,,55137000000.0,1568000000.0,DIS,
2020-02-04,2020,10-Q,Q1,193984000000.0,,1.86,,2788000000.0,,15303000000.0,1490000000.0,DIS,
2020-05-05,2020,10-Q,Q2,193984000000.0,,5.43,,8240000000.0,,30225000000.0,1510000000.0,DIS,
2020-08-04,2020,10-Q,Q3,193984000000.0,,6.19,,10000000000.0,,50489000000.0,1607000000.0,DIS,
2020-11-25,2020,10-K,FY,193984000000.0,,8.36,,12598000000.0,,59434000000.0,1499000000.0,DIS,
2021-02-11,2021,10-Q,Q1,201549000000.0,,1.16,,2107000000.0,,20877000000.0,1805000000.0,DIS,
2021-05-13,2021,10-Q,Q2,201549000000.0,,1.41,,2567000000.0,,38902000000.0,1806000000.0,DIS,
2021-08-12,2021,10-Q,Q3,201549000000.0,,-1.19,,-2154000000.0,,50681000000.0,1807000000.0,DIS,
2021-11-24,2021,10-K,FY,201549000000.0,,6.64,,11054000000.0,,69607000000.0,1656000000.0,DIS,
2022-02-09,2022,10-Q,FY,203609000000.0,,0.01,,17000000.0,,16249000000.0,1812000000.0,DIS,
2022-05-11,2022,10-Q,FY,203609000000.0,,0.5,,918000000.0,,31862000000.0,1814000000.0,DIS,
2022-08-10,2022,10-Q,FY,203609000000.0,,1.0,,1836000000.0,,48884000000.0,1816000000.0,DIS,
2022-11-29,2022,10-K,FY,203609000000.0,,-1.58,,-2864000000.0,,65388000000.0,1808000000.0,DIS,
2023-02-08,2023,10-Q,Q1,203631000000.0,,0.6,,1104000000.0,,21819000000.0,1819000000.0,DIS,
2023-05-10,2023,10-Q,Q2,203631000000.0,,0.86,,1574000000.0,,41068000000.0,1820000000.0,DIS,
2023-08-09,2023,10-Q,Q3,203631000000.0,,1.63,,2983000000.0,,62572000000.0,1821000000.0,DIS,
2023-11-21,2023,10-K,FY,203631000000.0,1800000000.0,1.09,,1995000000.0,,67418000000.0,1816000000.0,DIS,
2024-02-07,2024,10-Q,Q1,205579000000.0,1800000000.0,0.7,,1279000000.0,,23512000000.0,1825000000.0,DIS,
2024-05-07,2024,10-Q,Q2,205579000000.0,1800000000.0,1.39,,2550000000.0,,45327000000.0,1827000000.0,DIS,
2024-08-07,2024,10-Q,Q3,205579000000.0,1800000000.0,1.14,,2090000000.0,,67657000000.0,1827000000.0,DIS,
2024-11-14,2024,10-K,FY,205579000000.0,1800000000.0,1.72,,3145000000.0,,82722000000.0,1822000000.0,DIS,
2025-02-05,2025,10-Q,Q1,196219000000.0,1900000000.0,1.04,,1911000000.0,,23549000000.0,1832000000.0,DIS,
2025-05-07,2025,10-Q,Q2,196219000000.0,,1.03,,1891000000.0,,45632000000.0,1833000000.0,DIS,
2025-08-06,2025,10-Q,Q3,196219000000.0,,2.46,,4512000000.0,,68787000000.0,1829000000.0,DIS,
2025-11-13,2025,10-K,FY,196219000000.0,1900000000.0,1.29,,2354000000.0,,88898000000.0,1828000000.0,DIS,
2009-08-04,2009,10-Q,Q2,10484000000.0,,,4874000000.0,77000000.0,,,,WBD,
2009-11-03,2009,10-Q,Q3,10484000000.0,,,4874000000.0,211000000.0,,,,WBD,
2010-02-22,2009,10-K,FY,10484000000.0,,-0.24,4874000000.0,-68000000.0,,,,WBD,
2010-04-30,2010,10-Q,Q1,10952000000.0,,0.28,,119000000.0,,,,WBD,
2010-08-03,2010,10-Q,Q2,10952000000.0,,0.7,,298000000.0,,,,WBD,
2010-11-02,2010,10-Q,Q3,10952000000.0,,0.92,,398000000.0,,,,WBD,
2011-02-18,2010,10-K,FY,10952000000.0,,0.98,4683000000.0,317000000.0,,,,WBD,
2011-04-29,2011,10-Q,Q1,11019000000.0,,0.39,4786000000.0,169000000.0,,,,WBD,
2011-08-04,2011,10-Q,Q2,11019000000.0,,0.64,4786000000.0,276000000.0,,,,WBD,
2011-11-02,2011,10-Q,Q3,11019000000.0,,1.07,4786000000.0,462000000.0,,,425000000.0,WBD,
2012-02-17,2011,10-K,FY,11019000000.0,,1.27,4786000000.0,549000000.0,,,423000000.0,WBD,
2012-05-08,2012,10-Q,Q1,11913000000.0,,0.74,5394000000.0,305000000.0,,,409000000.0,WBD,
2012-07-31,2012,10-Q,Q2,11913000000.0,,1.36,5394000000.0,559000000.0,,,407000000.0,WBD,
2012-11-06,2012,10-Q,Q3,11913000000.0,,1.95,5394000000.0,796000000.0,,,404000000.0,WBD,
2013-02-14,2012,10-K,FY,11913000000.0,,1.52,5394000000.0,653000000.0,,,425000000.0,WBD,
2013-05-07,2013,10-Q,Q1,12930000000.0,,0.57,6637000000.0,221000000.0,,,386000000.0,WBD,
2013-07-30,2013,10-Q,Q2,12930000000.0,,1.33,6637000000.0,514000000.0,,,383000000.0,WBD,
2013-10-31,2013,10-Q,Q3,12930000000.0,,1.88,6637000000.0,719000000.0,,,380000000.0,WBD,
2014-02-20,2013,10-K,FY,12930000000.0,,2.8,6637000000.0,1132000000.0,,,401000000.0,WBD,
2014-05-06,2014,10-Q,Q1,14979000000.0,,0.63,8746000000.0,231000000.0,,,363000000.0,WBD,
2014-07-31,2014,10-Q,Q2,14979000000.0,,1.45,8746000000.0,531000000.0,,,361000000.0,WBD,
2014-11-04,2014,10-Q,Q3,14979000000.0,,,8746000000.0,786000000.0,,,,WBD,
2015-02-19,2014,10-K,FY,14979000000.0,,0.32,8746000000.0,943000000.0,,,,WBD,
2015-05-05,2015,10-Q,Q1,16014000000.0,,,9663000000.0,230000000.0,,,,WBD,
2015-08-05,2015,10-Q,Q2,15970000000.0,,,9619000000.0,609000000.0,,3021000000.0,,WBD,
2015-11-03,2015,10-Q,Q3,15970000000.0,,,9619000000.0,889000000.0,,4589000000.0,,WBD,
2016-02-18,2015,10-K,FY,15970000000.0,,,9619000000.0,1075000000.0,,,,WBD,
2016-05-05,2016,10-Q,Q1,15864000000.0,,,10172000000.0,250000000.0,,1537000000.0,,WBD,
2016-08-02,2016,10-Q,Q2,15864000000.0,,,10172000000.0,536000000.0,,3191000000.0,,WBD,
2016-11-01,2016,10-Q,Q3,15864000000.0,,,10172000000.0,815000000.0,,4748000000.0,,WBD,
2017-02-14,2016,10-K,FY,15864000000.0,,,10172000000.0,1139000000.0,,,,WBD,
2017-05-09,2017,10-Q,Q1,15672000000.0,,,10262000000.0,263000000.0,,1561000000.0,,WBD,
2017-08-04,2017,10-Q,Q2,15672000000.0,,,10262000000.0,671000000.0,,3269000000.0,,WBD,
2017-11-02,2017,10-Q,Q3,15672000000.0,,,10262000000.0,890000000.0,,4825000000.0,,WBD,
2018-02-28,2017,10-K,FY,15672000000.0,,,10262000000.0,1034000000.0,,,,WBD,
2018-05-10,2018,10-Q,Q1,22555000000.0,,,17532000000.0,215000000.0,,1613000000.0,,WBD,
2018-08-08,2018,10-Q,Q2,22555000000.0,,,17532000000.0,589000000.0,3358000000.0,3358000000.0,,WBD,
2018-11-09,2018,10-Q,Q3,22555000000.0,,,17532000000.0,807000000.0,5009000000.0,5009000000.0,,WBD,
2019-03-01,2018,10-K,FY,22555000000.0,,,17532000000.0,1194000000.0,6497000000.0,6497000000.0,,WBD,
2019-05-02,2019,10-Q,Q1,32550000000.0,,,22033000000.0,-8000000.0,2307000000.0,2307000000.0,,WBD,
2019-08-06,2019,10-Q,Q2,32550000000.0,,,22033000000.0,208000000.0,5152000000.0,5152000000.0,,WBD,
2019-11-07,2019,10-Q,Q3,32550000000.0,,,22033000000.0,325000000.0,7744000000.0,7744000000.0,,WBD,
2020-02-27,2019,10-K,FY,32550000000.0,,,22033000000.0,-337000000.0,6873000000.0,,,WBD,
2020-05-06,2020,10-Q,Q1,33735000000.0,,,21769000000.0,384000000.0,2707000000.0,2707000000.0,,WBD,
2020-08-05,2020,10-Q,Q2,33735000000.0,,,21769000000.0,1331000000.0,5592000000.0,5592000000.0,,WBD,
2020-11-06,2020,10-Q,Q3,33735000000.0,,,21769000000.0,1593000000.0,8270000000.0,8270000000.0,,WBD,
2021-02-22,2020,10-K,FY,33735000000.0,,,21769000000.0,594000000.0,10553000000.0,,,WBD,
2021-04-29,2021,10-Q,Q1,34087000000.0,,,21704000000.0,377000000.0,2683000000.0,2683000000.0,,WBD,
2021-08-03,2021,10-Q,Q2,34087000000.0,,,21704000000.0,648000000.0,5224000000.0,5224000000.0,,WBD,
2021-11-03,2021,10-Q,Q3,34087000000.0,,,21704000000.0,948000000.0,7785000000.0,7785000000.0,,WBD,
2022-02-24,2021,10-K,FY,34087000000.0,,,21704000000.0,2069000000.0,11144000000.0,,,WBD,
2022-04-26,2022,10-Q,Q1,34427000000.0,,0.21,21031000000.0,140000000.0,2792000000.0,2792000000.0,585000000.0,WBD,
2022-08-05,2022,10-Q,Q2,34427000000.0,,1.22,21031000000.0,812000000.0,5854000000.0,5854000000.0,587000000.0,WBD,
2022-11-04,2022,10-Q,Q3,34427000000.0,,1.46,21031000000.0,968000000.0,9004000000.0,9004000000.0,588000000.0,WBD,
2023-02-24,2022,10-K,FY,34427000000.0,169000000.0,1.81,21031000000.0,1219000000.0,10671000000.0,,599000000.0,WBD,
2023-05-05,2023,10-Q,Q1,134001000000.0,2430000000.0,0.69,85334000000.0,456000000.0,3159000000.0,3159000000.0,591000000.0,WBD,
2023-08-03,2023,10-Q,Q2,134001000000.0,2430000000.0,-2.09,85334000000.0,-2962000000.0,12986000000.0,12986000000.0,1443000000.0,WBD,
2023-11-08,2023,10-Q,Q3,134001000000.0,2430000000.0,-3.0,85334000000.0,-5270000000.0,22809000000.0,22809000000.0,1775000000.0,WBD,
2024-02-23,2023,10-K,FY,134001000000.0,2430000000.0,1.54,85334000000.0,1006000000.0,12191000000.0,,588000000.0,WBD,
2024-05-09,2024,10-Q,Q1,122757000000.0,2439000000.0,-0.44,76285000000.0,-1069000000.0,10700000000.0,,2432000000.0,WBD,
2024-08-07,2024,10-Q,Q2,122757000000.0,2439000000.0,-0.95,76285000000.0,-2309000000.0,21058000000.0,,2434000000.0,WBD,
2024-11-07,2024,10-Q,Q3,122757000000.0,2439000000.0,-1.12,76285000000.0,-2726000000.0,31037000000.0,,2436000000.0,WBD,
2025-02-27,2024,10-K,FY,122757000000.0,2439000000.0,-3.82,76285000000.0,-7371000000.0,33817000000.0,,1940000000.0,WBD,
2025-05-08,2025,10-Q,Q1,104560000000.0,2454000000.0,-0.4,69622000000.0,-966000000.0,9958000000.0,,2443000000.0,WBD,
2025-08-07,2025,10-Q,Q2,104560000000.0,2454000000.0,-4.48,69622000000.0,-10952000000.0,19671000000.0,,2447000000.0,WBD,
2025-11-06,2025,10-Q,Q3,104560000000.0,2454000000.0,-4.42,69622000000.0,-10817000000.0,29294000000.0,,2449000000.0,WBD,
2026-02-27,2025,10-K,FY,104560000000.0,2454000000.0,-1.28,69622000000.0,-3126000000.0,41321000000.0,,2436000000.0,WBD,
2009-07-30,2009,10-Q,Q2,20227000000.0,,1.13,14042000000.0,559000000.0,,6755000000.0,,WM,
2009-10-29,2009,10-Q,Q3,20227000000.0,,1.75,14042000000.0,869000000.0,,10280000000.0,,WM,
2010-02-16,2009,10-K,FY,20227000000.0,,2.23,14042000000.0,1163000000.0,,13310000000.0,,WM,
2010-04-29,2010,10-Q,Q1,21154000000.0,,0.31,14563000000.0,155000000.0,,2810000000.0,,WM,
2010-08-02,2010,10-Q,Q2,21154000000.0,492200000.0,0.81,14563000000.0,402000000.0,,5762000000.0,492100000.0,WM,
2010-10-28,2010,10-Q,Q3,21154000000.0,490600000.0,1.37,14563000000.0,679000000.0,,8785000000.0,492100000.0,WM,
2011-02-17,2010,10-K,FY,20227000000.0,490700000.0,2.19,14563000000.0,1087000000.0,,13388000000.0,492100000.0,WM,
2011-04-28,2011,10-Q,Q1,21476000000.0,483800000.0,0.37,14885000000.0,182000000.0,,2935000000.0,485600000.0,WM,
2011-07-28,2011,10-Q,Q2,21476000000.0,478900000.0,0.88,14885000000.0,428000000.0,,6093000000.0,481500000.0,WM,
2011-10-27,2011,10-Q,Q3,21476000000.0,475700000.0,1.39,14885000000.0,672000000.0,,9328000000.0,481700000.0,WM,
2012-02-16,2011,10-K,FY,21154000000.0,486100000.0,2.01,14885000000.0,994000000.0,,11791000000.0,491200000.0,WM,
2012-04-26,2012,10-Q,Q1,22569000000.0,474700000.0,0.39,16179000000.0,186000000.0,,3103000000.0,475700000.0,WM,
