filed_date,fiscal_year,form,fiscal_period,Assets,CommonStockSharesOutstanding,EarningsPerShareDiluted,Liabilities,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,WeightedAverageNumberOfSharesOutstandingBasic,ticker,OperatingExpenses
2017-05-04,2017,10-Q,Q1,498264000000.0,995335841.0,-0.16,421406000000.0,-183000000.0,,11779000000.0,1156548459.0,AIG,
2017-08-03,2017,10-Q,Q2,498264000000.0,995335841.0,1.49,421406000000.0,1730000000.0,,26503000000.0,1135068193.0,AIG,
2017-11-03,2017,10-Q,Q3,498264000000.0,995335841.0,1.92,421406000000.0,2192000000.0,,39357000000.0,1113650878.0,AIG,
2018-02-16,2017,10-K,FY,498264000000.0,1375926971.0,1.65,421406000000.0,2196000000.0,,58327000000.0,1299825350.0,AIG,
2018-05-03,2018,10-Q,Q1,498301000000.0,899044657.0,1.18,432593000000.0,1185000000.0,,12632000000.0,980777243.0,AIG,
2018-08-03,2018,10-Q,Q2,498301000000.0,899044657.0,2.37,432593000000.0,2315000000.0,,25134000000.0,953109915.0,AIG,
2018-11-02,2018,10-Q,Q3,498301000000.0,899044657.0,0.6,432593000000.0,576000000.0,,36885000000.0,938130832.0,AIG,
2019-02-15,2018,10-K,FY,498301000000.0,1193916617.0,-0.78,432593000000.0,-849000000.0,,52367000000.0,1091085131.0,AIG,
2019-05-07,2019,10-Q,Q1,491984000000.0,866609429.0,1.01,434675000000.0,938000000.0,,11712000000.0,907951597.0,AIG,
2019-08-08,2019,10-Q,Q2,491984000000.0,866609429.0,2.04,434675000000.0,1875000000.0,,23343000000.0,905566733.0,AIG,
2019-11-01,2019,10-Q,Q3,491984000000.0,866609429.0,0.67,434675000000.0,616000000.0,,34829000000.0,902081555.0,AIG,
2020-02-21,2019,10-K,FY,491984000000.0,995335841.0,-6.54,434675000000.0,-6084000000.0,,49520000000.0,930561286.0,AIG,
2020-05-05,2020,10-Q,Q1,525064000000.0,869999031.0,0.75,457637000000.0,654000000.0,,12456000000.0,875383084.0,AIG,
2020-08-04,2020,10-Q,Q2,525064000000.0,869999031.0,1.99,457637000000.0,1763000000.0,,25017000000.0,875885588.0,AIG,
2020-11-06,2020,10-Q,Q3,525064000000.0,869999031.0,2.71,457637000000.0,2419000000.0,,37931000000.0,876262372.0,AIG,
2021-02-19,2020,10-K,FY,525064000000.0,899044657.0,-0.01,457637000000.0,-6000000.0,,47389000000.0,898405537.0,AIG,
2021-05-07,2021,10-Q,Q1,586481000000.0,861558049.0,1.98,519282000000.0,1749000000.0,,14443000000.0,874213630.0,AIG,
2021-08-06,2021,10-Q,Q2,586481000000.0,861558049.0,-7.11,519282000000.0,-6179000000.0,,23839000000.0,870590968.0,AIG,
2021-11-05,2021,10-Q,Q3,586481000000.0,861558049.0,-6.8,519282000000.0,-5891000000.0,,34060000000.0,869627926.0,AIG,
2022-02-17,2021,10-K,FY,586481000000.0,866609429.0,3.74,519282000000.0,3348000000.0,,49746000000.0,876750264.0,AIG,
2022-05-05,2022,10-Q,Q1,596112000000.0,818687363.0,4.41,527200000000.0,3876000000.0,,14454000000.0,868105069.0,AIG,
2022-08-09,2022,10-Q,Q2,596112000000.0,818687363.0,4.53,527200000000.0,3975000000.0,,25135000000.0,865508343.0,AIG,
2022-11-02,2022,10-Q,Q3,596112000000.0,818687363.0,6.45,527200000000.0,5642000000.0,,37970000000.0,861211983.0,AIG,
2023-02-17,2022,10-K,FY,596112000000.0,870000000.0,-6.88,527200000000.0,-5944000000.0,,43736000000.0,869309458.0,AIG,
2023-05-05,2023,10-Q,Q1,598841000000.0,734100000.0,5.04,532906000000.0,4173000000.0,,14944000000.0,816314273.0,AIG,
2023-08-02,2023,10-Q,Q2,598841000000.0,734100000.0,8.5,532906000000.0,6927000000.0,,28607000000.0,803532447.0,AIG,
2023-11-02,2023,10-Q,Q3,598841000000.0,734100000.0,12.08,532906000000.0,9675000000.0,,42605000000.0,789888322.0,AIG,
2024-02-14,2023,10-K,FY,598841000000.0,861600000.0,11.95,532906000000.0,10367000000.0,,52157000000.0,854320449.0,AIG,
2024-05-02,2024,10-Q,Q1,539306000000.0,688800000.0,0.03,488005000000.0,30000000.0,,10984000000.0,738661428.0,AIG,
2024-08-01,2024,10-Q,Q2,539306000000.0,688800000.0,2.05,488005000000.0,1523000000.0,,14145000000.0,732175533.0,AIG,
2024-11-07,2024,10-Q,Q3,539306000000.0,688800000.0,4.83,488005000000.0,3550000000.0,,21412000000.0,725579999.0,AIG,
2025-02-13,2024,10-K,FY,539306000000.0,818700000.0,12.94,488005000000.0,10227000000.0,,29996000000.0,778621118.0,AIG,
2025-05-02,2025,10-Q,Q1,161322000000.0,606100000.0,1.74,118772000000.0,1216000000.0,,6763000000.0,682576848.0,AIG,
2025-08-07,2025,10-Q,Q2,161322000000.0,606100000.0,-4.11,118772000000.0,-2761000000.0,,13323000000.0,671834907.0,AIG,
2025-11-05,2025,10-Q,Q3,161322000000.0,606100000.0,-3.48,118772000000.0,-2302000000.0,,20074000000.0,661691554.0,AIG,
2026-02-12,2025,10-K,FY,161322000000.0,734100000.0,4.98,118772000000.0,3643000000.0,,27938000000.0,719506291.0,AIG,
2009-08-06,2009,10-Q,Q2,8211665000.0,396976896.0,0.48,5217186000.0,200941000.0,,,397031000.0,AMT,
2009-11-05,2009,10-Q,Q3,8211665000.0,396976896.0,0.62,5217186000.0,261407000.0,,,396187000.0,AMT,
2010-03-01,2009,10-K,FY,8211665000.0,396976896.0,0.13,5217186000.0,56316000.0,,,413167000.0,AMT,
2010-05-06,2010,10-Q,Q1,8512668000.0,401596984.0,0.15,5194543000.0,58601000.0,,,397180000.0,AMT,
2010-08-06,2010,10-Q,Q2,8517290000.0,401596984.0,0.28,5199165000.0,114890000.0,,,397300000.0,AMT,
2010-11-05,2010,10-Q,Q3,8519931000.0,401596984.0,0.45,5201806000.0,182245000.0,,,397305000.0,AMT,
2011-02-28,2010,10-K,FY,8519931000.0,401596984.0,0.84,5201806000.0,347246000.0,,,395947000.0,AMT,
2011-05-05,2011,10-Q,Q1,10367477000.0,398677234.0,0.24,6862919000.0,96318000.0,,,402346000.0,AMT,
2011-08-04,2011,10-Q,Q2,10368040000.0,398677234.0,0.48,6863482000.0,195983000.0,,,402540000.0,AMT,
2011-11-02,2011,10-Q,Q3,10370084000.0,398677234.0,0.71,6865526000.0,289422000.0,,,401887000.0,AMT,
2012-02-29,2011,10-K,FY,10370084000.0,398677234.0,0.61,6865526000.0,246595000.0,,,398375000.0,AMT,
2012-05-03,2012,10-Q,Q1,12229689000.0,393642079.0,0.23,8819547000.0,91842000.0,,,397768000.0,AMT,
2012-08-02,2012,10-Q,Q2,12229814000.0,393642079.0,0.52,8819672000.0,207053000.0,,,397180000.0,AMT,
2012-10-31,2012,10-Q,Q3,12229814000.0,393642079.0,0.48,8819672000.0,191352000.0,,,396507000.0,AMT,
2013-02-27,2012,10-K,FY,12242395000.0,393642079.0,0.92,8832253000.0,372936000.0,,,401152000.0,AMT,
2013-05-01,2013,10-Q,Q1,14089653000.0,395091213.0,0.56,10405472000.0,221306000.0,,,393885000.0,AMT,
2013-07-31,2013,10-Q,Q2,14089418000.0,395091213.0,0.68,10405237000.0,269515000.0,,,394314000.0,AMT,
2013-10-30,2013,10-Q,Q3,14089418000.0,395091213.0,1.26,10405237000.0,501604000.0,,,394626000.0,AMT,
2014-02-26,2013,10-K,FY,12242395000.0,395091213.0,0.99,10405248000.0,396462000.0,,,395711000.0,AMT,
2014-05-01,2014,10-Q,Q1,14463740000.0,394864324.0,0.43,16682531000.0,171407000.0,,,395239000.0,AMT,
2014-07-30,2014,10-Q,Q2,14339394000.0,394864324.0,0.68,16655237000.0,271228000.0,,,395330000.0,AMT,
2014-10-30,2014,10-Q,Q3,18181320000.0,394864324.0,1.13,16685884000.0,451351000.0,,,395138000.0,AMT,
2015-02-24,2014,10-K,FY,14089429000.0,394864324.0,1.6,16693625000.0,637283000.0,,,394772000.0,AMT,
2015-04-30,2015,10-Q,Q1,20417407000.0,396698725.0,0.51,17278193000.0,202499000.0,,,395146000.0,AMT,
2015-07-29,2015,10-Q,Q2,20847737000.0,396698725.0,1.08,17278576000.0,436930000.0,,,395511000.0,AMT,
2015-10-29,2015,10-Q,Q3,20596615000.0,396698725.0,1.58,17278580000.0,644523000.0,,,395758000.0,AMT,
2016-02-26,2015,10-K,FY,20213937000.0,396698725.0,1.38,17210213000.0,551333000.0,,,395040000.0,AMT,
2016-04-29,2016,10-Q,Q1,25930194000.0,423885253.0,0.45,20191454000.0,193317000.0,,,405111000.0,AMT,
2016-07-28,2016,10-Q,Q2,26469725000.0,423885253.0,0.75,20191454000.0,349373000.0,,,414182000.0,AMT,
2016-10-27,2016,10-Q,Q3,26926788000.0,423885253.0,0.92,20191454000.0,452372000.0,,,417280000.0,AMT,
2017-02-27,2016,10-K,FY,21263565000.0,423885253.0,2.0,20191454000.0,824910000.0,,,395958000.0,AMT,
2017-04-27,2017,10-Q,Q1,27064315000.0,427102510.0,0.58,22811730000.0,275159000.0,,,424059000.0,AMT,
2017-07-27,2017,10-Q,Q2,30740198000.0,427102510.0,0.95,22811730000.0,462709000.0,,,424484000.0,AMT,
2017-10-31,2017,10-Q,Q3,30655527000.0,427102510.0,1.51,22811730000.0,727218000.0,,,424831000.0,AMT,
2018-02-28,2017,10-K,Q4,26904300000.0,427103000.0,1.41,22811700000.0,685100000.0,,,418907000.0,AMT,
2018-05-02,2018,10-Q,Q1,32057400000.0,428820000.0,0.67,25260000000.0,316100000.0,1741800000.0,,427279000.0,AMT,
2018-07-31,2018,10-Q,Q2,32138200000.0,428820000.0,1.47,25260000000.0,683100000.0,3522700000.0,,427288000.0,AMT,
2018-10-30,2018,10-Q,Q3,32319300000.0,428820000.0,2.16,25260000000.0,1000400000.0,5308200000.0,4959400000.0,427960000.0,AMT,
2019-02-27,2018,10-K,Q4,30879200000.0,428820000.0,1.98,25260000000.0,956400000.0,7440100000.0,5785700000.0,425143000.0,AMT,
2019-05-03,2019,10-Q,Q1,34372700000.0,441060000.0,0.63,26106000000.0,285200000.0,1741800000.0,1741800000.0,435124000.0,AMT,
2019-07-31,2019,10-Q,Q2,33205700000.0,441060000.0,1.32,26106000000.0,591900000.0,3522700000.0,3522700000.0,438328000.0,AMT,
2019-10-31,2019,10-Q,Q3,33077200000.0,441060000.0,2.15,26106000000.0,958800000.0,365100000.0,5308200000.0,439191000.0,AMT,
2020-02-25,2019,10-K,FY,33214300000.0,441060000.0,2.67,26106000000.0,1238900000.0,491300000.0,6663900000.0,428181000.0,AMT,
2020-04-29,2020,10-Q,Q1,38926800000.0,442890.0,0.89,36214700000.0,397400000.0,125200000.0,1813400000.0,441351000.0,AMT,
2020-07-30,2020,10-Q,Q2,39072700000.0,442890.0,1.86,36214700000.0,826500000.0,265500000.0,3703000000.0,441778000.0,AMT,
2020-10-29,2020,10-Q,Q3,39307200000.0,442890000.0,2.98,36214700000.0,1325100000.0,402800000.0,5656600000.0,442110000.0,AMT,
2021-02-25,2020,10-K,FY,33010400000.0,442890000.0,2.77,36214700000.0,1236400000.0,527200000.0,7440100000.0,439606000.0,AMT,
2021-04-29,2021,10-Q,Q1,40789100000.0,444330000.0,0.93,42453000000.0,,118000000.0,1993100000.0,443055000.0,AMT,
2021-07-29,2021,10-Q,Q2,41515900000.0,444330000.0,1.93,42453000000.0,861100000.0,235400000.0,3906100000.0,443245000.0,AMT,
2021-10-28,2021,10-Q,Q3,41462200000.0,444330000.0,2.97,42453000000.0,1325500000.0,367000000.0,5919000000.0,443420000.0,AMT,
2022-02-25,2021,10-K,FY,47233500000.0,444330000.0,4.24,42453000000.0,,527200000.0,7580300000.0,442319000.0,AMT,
2022-04-27,2022,10-Q,Q1,46942500000.0,455772000.0,1.45,60818300000.0,645000000.0,141900000.0,2158500000.0,444486000.0,AMT,
2022-07-28,2022,10-Q,Q2,58982900000.0,455772000.0,3.1,60818300000.0,1391300000.0,321500000.0,4457400000.0,447569000.0,AMT,
2022-10-27,2022,10-Q,Q3,60530000000.0,455772000.0,4.68,60818300000.0,2114300000.0,526200000.0,6911700000.0,450148000.0,AMT,
2023-02-23,2022,10-K,FY,69887900000.0,455772000.0,3.79,60818300000.0,,495700000.0,8041500000.0,443640000.0,AMT,
2023-04-26,2023,10-Q,Q1,69763500000.0,465619000.0,1.56,54786000000.0,,209300000.0,2660300000.0,455946000.0,AMT,
2023-07-27,2023,10-Q,Q2,68116800000.0,465619000.0,3.51,54786000000.0,,426300000.0,5334600000.0,457369000.0,AMT,
2023-10-26,2023,10-Q,Q3,66512800000.0,465619000.0,5.31,54786000000.0,,646900000.0,8006100000.0,460141000.0,AMT,
2024-02-27,2023,10-K,FY,67194500000.0,465619000.0,5.66,54786000000.0,,717200000.0,9356900000.0,451498000.0,AMT,
2024-04-30,2024,10-Q,Q1,66817700000.0,466296000.0,0.72,55162200000.0,,205700000.0,2767200000.0,465741000.0,AMT,
2024-07-30,2024,10-Q,Q2,66879000000.0,466296000.0,1.74,55162200000.0,,401900000.0,5538900000.0,465915000.0,AMT,
2024-10-29,2024,10-Q,Q3,65653000000.0,466296000.0,2.99,55162200000.0,,582900000.0,7556100000.0,466000000.0,AMT,
2025-02-25,2024,10-K,FY,66027600000.0,466296000.0,3.82,55162200000.0,,840700000.0,9645400000.0,461519000.0,AMT,
2025-04-29,2025,10-Q,Q1,66679000000.0,467384000.0,1.96,51428700000.0,,173000000.0,2512600000.0,466519000.0,AMT,
2025-07-29,2025,10-Q,Q2,65837800000.0,467384000.0,3.89,51428700000.0,,369400000.0,5057300000.0,466778000.0,AMT,
2025-10-28,2025,10-Q,Q3,62816800000.0,467384000.0,2.19,51428700000.0,,559800000.0,7579600000.0,466919000.0,AMT,
2026-02-24,2025,10-K,FY,61077400000.0,467384000.0,3.18,51428700000.0,,747300000.0,10012200000.0,466063000.0,AMT,
2010-08-04,2010,10-Q,Q2,13452651000.0,174630000.0,-2.23,,-361090000.0,,1162910000.0,161629000.0,AWK,1341088000.0
2010-11-03,2010,10-Q,Q3,13452651000.0,174630000.0,-1.62,,-269454000.0,,1842866000.0,165992000.0,AWK,1806638000.0
2011-02-28,2010,10-K,FY,13452651000.0,174630000.0,-3.52,,-562421000.0,,2336928000.0,159967000.0,AWK,2523824000.0
2011-05-04,2011,10-Q,Q1,14079773000.0,174996000.0,0.18,,30808000.0,,566762000.0,174720000.0,AWK,442113000.0
2011-08-03,2011,10-Q,Q2,13773516000.0,174996000.0,0.59,,103559000.0,,1192930000.0,174747000.0,AWK,881051000.0
2011-11-02,2011,10-Q,Q3,13983675000.0,174996000.0,1.3,,227673000.0,,1941883000.0,174785000.0,AWK,1363476000.0
2012-02-28,2011,10-K,FY,13459368000.0,174996000.0,-1.39,,-233083000.0,,2290446000.0,168164000.0,AWK,2106611000.0
2012-05-02,2012,10-Q,Q1,14107379000.0,175664.0,0.15,,26233000.0,,596715000.0,175259000.0,AWK,453465000.0
2012-08-02,2012,10-Q,Q2,14322278000.0,175664000.0,0.61,,107343000.0,,1265588000.0,175364000.0,AWK,920943000.0
2012-11-07,2012,10-Q,Q3,14513795000.0,175664000.0,1.39,,244765000.0,,2026457000.0,175426000.0,AWK,1400403000.0
2013-03-01,2012,10-K,FY,14086246000.0,175664000.0,1.53,,267827000.0,,2555035000.0,174833000.0,AWK,1826913000.0
2013-05-07,2013,10-Q,Q1,14087739000.0,176988000.0,0.24,,41754000.0,,618554000.0,175914000.0,AWK,458816000.0
2013-08-07,2013,10-Q,Q2,14412761000.0,176988000.0,0.84,,148780000.0,,1364161000.0,176122000.0,AWK,933791000.0
2013-11-06,2013,10-Q,Q3,14599535000.0,176988000.0,1.7,,302592000.0,,2195976000.0,176290000.0,AWK,1437966000.0
2014-02-27,2013,10-K,FY,14776391000.0,176988000.0,1.75,,309613000.0,,2666236000.0,175484000.0,AWK,1863100000.0
2014-05-07,2014,10-Q,Q1,14785217000.0,178379000.0,0.32,,57643000.0,,636137000.0,177327000.0,AWK,471904000.0
2014-08-06,2014,10-Q,Q2,14994487000.0,178379000.0,0.89,,158906000.0,,1360402000.0,177522000.0,AWK,954282000.0
2014-11-05,2014,10-Q,Q3,15246736000.0,178379000.0,1.73,,309571000.0,,2172694000.0,177671000.0,AWK,1442173000.0
2015-02-25,2014,10-K,FY,14718976000.0,178379000.0,2.01,,358070000.0,,2853926000.0,176445000.0,AWK,1929822000.0
2015-05-06,2015,10-Q,Q1,16130956000.0,179462000.0,0.38,,68123000.0,,679003000.0,178539000.0,AWK,491561000.0
2015-08-05,2015,10-Q,Q2,15426447000.0,179462000.0,0.99,,177422000.0,,1433781000.0,178702000.0,AWK,991552000.0
2015-11-04,2015,10-Q,Q3,15715647000.0,,1.83,,,,,178800000.0,AWK,1500435000.0
2016-02-25,2015,10-K,FY,15064000000.0,,2.06,,369000000.0,,,178000000.0,AWK,1931000000.0
2016-05-04,2016,10-Q,Q1,16257000000.0,180907483.0,0.44,,80000000.0,,,179000000.0,AWK,494000000.0
2016-08-03,2016,10-Q,Q2,16596000000.0,180907483.0,1.13,,203000000.0,,,180000000.0,AWK,998000000.0
2016-11-02,2016,10-Q,Q3,16985000000.0,,2.09,,377000000.0,,,179000000.0,AWK,1533000000.0
2017-02-21,2016,10-K,FY,16038000000.0,,2.35,,423000000.0,,,179000000.0,AWK,2008000000.0
2017-05-03,2017,10-Q,Q1,17417000000.0,,0.46,,82000000.0,,,178000000.0,AWK,529000000.0
2017-08-02,2017,10-Q,Q2,17706000000.0,,1.23,,219000000.0,,,178000000.0,AWK,1057000000.0
2017-11-01,2017,10-Q,Q3,17971000000.0,,2.05,,367000000.0,,,178000000.0,AWK,1668000000.0
2018-02-20,2017,10-K,FY,17241000000.0,,2.64,,476000000.0,,,179000000.0,AWK,2084000000.0
2018-05-02,2018,10-Q,Q1,18610000000.0,,0.52,,93000000.0,,,178000000.0,AWK,526000000.0
2018-08-01,2018,10-Q,Q2,18966000000.0,,1.26,,224000000.0,,,178000000.0,AWK,1060000000.0
2018-10-31,2018,10-Q,Q3,19361000000.0,,2.39,,427000000.0,,,178000000.0,AWK,1564000000.0
2019-02-19,2018,10-K,FY,18482000000.0,,2.62,,468000000.0,3417000000.0,,178000000.0,AWK,2217000000.0
2019-05-01,2019,10-Q,Q1,19728000000.0,,0.59,,106000000.0,,,178000000.0,AWK,544000000.0
2019-07-31,2019,10-Q,Q2,20471000000.0,,1.5,,106000000.0,,,179000000.0,AWK,1095000000.0
2019-10-30,2019,10-Q,Q3,20880000000.0,,2.53,,106000000.0,,,179000000.0,AWK,1736000000.0
2020-02-18,2019,10-K,FY,19482000000.0,,2.38,,426000000.0,3587000000.0,,178000000.0,AWK,2104000000.0
2020-05-06,2020,10-Q,Q1,21464000000.0,,0.62,,113000000.0,,,181000000.0,AWK,575000000.0
2020-08-05,2020,10-Q,Q2,21854000000.0,,1.56,,113000000.0,,,181000000.0,AWK,1155000000.0
2020-11-04,2020,10-Q,Q3,22238000000.0,,2.89,,113000000.0,,,181000000.0,AWK,1762000000.0
2021-02-24,2020,10-K,FY,21223000000.0,,3.15,,567000000.0,3743000000.0,,180000000.0,AWK,2338000000.0
2021-05-03,2021,10-Q,Q1,23546000000.0,,0.68,,124000000.0,,,181000000.0,AWK,605000000.0
2021-08-02,2021,10-Q,Q2,24009000000.0,,1.65,,124000000.0,,,181000000.0,AWK,1223000000.0
2021-11-02,2021,10-Q,Q3,24394000000.0,,3.11,,124000000.0,,,181000000.0,AWK,1869000000.0
2022-02-16,2021,10-K,FY,22682000000.0,,3.43,,621000000.0,3587000000.0,,181000000.0,AWK,2396000000.0
2022-04-27,2022,10-Q,Q1,24525000000.0,,0.73,,133000000.0,,,181000000.0,AWK,659000000.0
2022-07-27,2022,10-Q,Q2,24952000000.0,,1.87,,133000000.0,,,181000000.0,AWK,1328000000.0
2022-10-31,2022,10-Q,Q3,25333000000.0,,3.4,,133000000.0,,,182000000.0,AWK,2003000000.0
2023-02-15,2022,10-K,FY,24766000000.0,,3.91,,709000000.0,3743000000.0,,181000000.0,AWK,2529000000.0
2023-04-26,2023,10-Q,Q1,25694000000.0,,0.87,,158000000.0,,,182000000.0,AWK,596000000.0
2023-07-26,2023,10-Q,Q2,26574000000.0,,2.07,,158000000.0,,,182000000.0,AWK,1206000000.0
2023-11-01,2023,10-Q,Q3,27126000000.0,,3.7,,158000000.0,,,182000000.0,AWK,1849000000.0
2024-02-14,2023,10-K,FY,26075000000.0,,6.95,,1263000000.0,3914000000.0,,182000000.0,AWK,2734000000.0
2024-05-01,2024,10-Q,Q1,28286000000.0,,0.91,,170000000.0,,,186000000.0,AWK,643000000.0
2024-07-31,2024,10-Q,Q2,29496000000.0,,2.37,,170000000.0,,,190000000.0,AWK,1308000000.0
2024-10-30,2024,10-Q,Q3,29818000000.0,,4.03,,170000000.0,,,192000000.0,AWK,1997000000.0
2025-02-19,2024,10-K,FY,27787000000.0,,4.51,,820000000.0,3763000000.0,,182000000.0,AWK,2519000000.0
2025-04-30,2025,10-Q,Q1,31086000000.0,,0.95,,185000000.0,,,195000000.0,AWK,685000000.0
2025-07-30,2025,10-Q,Q2,31215000000.0,,2.37,,185000000.0,2147000000.0,,195000000.0,AWK,1385000000.0
2025-10-29,2025,10-Q,Q3,31790000000.0,,4.17,,185000000.0,3475000000.0,,195000000.0,AWK,2165000000.0
2026-02-18,2025,10-K,FY,30298000000.0,,4.9,,944000000.0,4217000000.0,,193000000.0,AWK,2730000000.0
2009-08-05,2009,10-Q,Q2,95577000000.0,,1.75,89110000000.0,401000000.0,,4048000000.0,225800000.0,AMP,
2009-11-03,2009,10-Q,Q3,95577000000.0,,1.46,89110000000.0,331000000.0,,5720000000.0,223600000.0,AMP,
2010-02-24,2009,10-K,FY,95577000000.0,,3.39,89110000000.0,814000000.0,,8755000000.0,236200000.0,AMP,
2010-05-04,2010,10-Q,Q1,113774000000.0,,0.58,103898000000.0,130000000.0,,1758000000.0,222300000.0,AMP,
2010-08-04,2010,10-Q,Q2,113770000000.0,,0.99,103898000000.0,225000000.0,,3670000000.0,225600000.0,AMP,
2010-11-05,2010,10-Q,Q3,113770000000.0,,2.04,103898000000.0,485000000.0,,5649000000.0,236600000.0,AMP,
2011-02-28,2010,10-K,FY,113770000000.0,,-0.16,103898000000.0,-36000000.0,,7097000000.0,222300000.0,AMP,
2011-05-02,2011,10-Q,Q1,131192000000.0,,0.81,119907000000.0,214000000.0,,2292000000.0,260800000.0,AMP,
2011-08-09,2011,10-Q,Q2,131214000000.0,,1.78,119929000000.0,473000000.0,,4661000000.0,260900000.0,AMP,
2011-11-07,2011,10-Q,Q3,131214000000.0,,3.1,119929000000.0,,,7010000000.0,259000000.0,AMP,
2012-02-24,2011,10-K,FY,131214000000.0,,2.95,119929000000.0,,,7538000000.0,242200000.0,AMP,
2012-05-10,2012,10-Q,Q1,132307000000.0,,0.94,122613000000.0,,,2545000000.0,251600000.0,AMP,
2012-08-08,2012,10-Q,Q2,132307000000.0,,2.18,122613000000.0,,,5179000000.0,248500000.0,AMP,
2012-11-05,2012,10-Q,Q3,132307000000.0,,3.52,122613000000.0,,,7646000000.0,245000000.0,AMP,
2013-02-27,2012,10-K,FY,132307000000.0,,3.77,122613000000.0,,,9582000000.0,257400000.0,AMP,
2013-05-01,2013,10-Q,Q1,134729000000.0,,1.05,125017000000.0,,,2572000000.0,227300000.0,AMP,
2013-07-31,2013,10-Q,Q2,134729000000.0,,2.04,125017000000.0,,,5096000000.0,224500000.0,AMP,
2013-11-05,2013,10-Q,Q3,134729000000.0,,2.84,125017000000.0,,,7575000000.0,221300000.0,AMP,
2014-02-27,2013,10-K,FY,134729000000.0,,4.53,125017000000.0,,,10239000000.0,241400000.0,AMP,
2014-05-05,2014,10-Q,Q1,144576000000.0,,1.58,135344000000.0,335000000.0,,2699000000.0,208400000.0,AMP,
2014-08-04,2014,10-Q,Q2,144576000000.0,,3.12,135344000000.0,656000000.0,,5456000000.0,206600000.0,AMP,
2014-11-03,2014,10-Q,Q3,144576000000.0,,4.97,135344000000.0,1038000000.0,,8277000000.0,204800000.0,AMP,
2015-02-24,2014,10-K,FY,144576000000.0,,4.62,135344000000.0,1029000000.0,,10259000000.0,218700000.0,AMP,
2015-05-04,2015,10-Q,Q1,148810000000.0,,2.01,139505000000.0,400000000.0,,3003000000.0,195500000.0,AMP,
2015-08-03,2015,10-Q,Q2,148810000000.0,,3.92,139505000000.0,774000000.0,,6082000000.0,194100000.0,AMP,
2015-11-02,2015,10-Q,Q3,148810000000.0,,6.08,139505000000.0,1194000000.0,,9200000000.0,192800000.0,AMP,
2016-02-25,2015,10-K,FY,148810000000.0,,6.44,139505000000.0,1334000000.0,,11230000000.0,203200000.0,AMP,
2016-05-05,2016,10-Q,Q1,145319000000.0,,2.08,136914000000.0,393000000.0,,3060000000.0,186300000.0,AMP,
2016-08-01,2016,10-Q,Q2,145319000000.0,,4.3,136914000000.0,808000000.0,,6195000000.0,185100000.0,AMP,
2016-11-02,2016,10-Q,Q3,145319000000.0,,6.48,136914000000.0,1205000000.0,,9088000000.0,183500000.0,AMP,
2017-02-23,2016,10-K,FY,145339000000.0,,8.3,136960000000.0,1619000000.0,,12296000000.0,191600000.0,AMP,
2017-05-03,2017,10-Q,Q1,139821000000.0,,2.09,133529000000.0,364000000.0,,2774000000.0,172600000.0,AMP,
2017-08-02,2017,10-Q,Q2,139821000000.0,,4.06,133529000000.0,699000000.0,,5653000000.0,170400000.0,AMP,
2017-11-01,2017,10-Q,Q3,139821000000.0,,5.37,133529000000.0,914000000.0,,8663000000.0,168300000.0,AMP,
2018-02-23,2017,10-K,FY,139821000000.0,,8.48,133529000000.0,1562000000.0,,12200000000.0,181700000.0,AMP,
2018-05-02,2018,10-Q,Q1,147480000000.0,,2.52,141485000000.0,403000000.0,2091000000.0,2936000000.0,157500000.0,AMP,
2018-08-06,2018,10-Q,Q2,147480000000.0,,5.01,141485000000.0,796000000.0,4254000000.0,5960000000.0,156300000.0,AMP,
2018-11-05,2018,10-Q,Q3,147480000000.0,,8.27,141485000000.0,1303000000.0,6487000000.0,8986000000.0,155200000.0,AMP,
2019-02-27,2018,10-K,FY,147480000000.0,,7.81,141485000000.0,1313000000.0,,11839000000.0,166300000.0,AMP,
2019-05-01,2019,10-Q,Q1,137216000000.0,,3.91,131628000000.0,594000000.0,,3184000000.0,149500000.0,AMP,
2019-08-05,2019,10-Q,Q2,137216000000.0,,7.02,131628000000.0,1056000000.0,,6400000000.0,148200000.0,AMP,
2019-11-12,2019,10-Q,Q3,137216000000.0,,10.45,131628000000.0,1559000000.0,,9716000000.0,147000000.0,AMP,
2020-02-26,2019,10-K,FY,137216000000.0,,9.44,131628000000.0,1480000000.0,,12180000000.0,154100000.0,AMP,
2020-05-11,2020,10-Q,Q1,151828000000.0,,2.82,146099000000.0,395000000.0,,3153000000.0,138800000.0,AMP,
2020-08-10,2020,10-Q,Q2,151828000000.0,120607501.0,6.38,146099000000.0,887000000.0,,6435000000.0,137400000.0,AMP,
2020-11-09,2020,10-Q,Q3,151828000000.0,127405096.0,10.4,146099000000.0,1430000000.0,,9786000000.0,135800000.0,AMP,
2021-02-24,2020,10-K,FY,151828000000.0,,14.2,146099000000.0,2098000000.0,,12924000000.0,145600000.0,AMP,
2021-05-10,2021,10-Q,Q1,165883000000.0,,15.88,160016000000.0,2036000000.0,,3026000000.0,126400000.0,AMP,
2021-08-09,2021,10-Q,Q2,165883000000.0,,11.77,160016000000.0,1497000000.0,,5756000000.0,125700000.0,AMP,
2021-11-09,2021,10-Q,Q3,165883000000.0,,10.73,160016000000.0,1357000000.0,,8769000000.0,124800000.0,AMP,
