date,year,interest_rate_mtg_data_weekly,cpi_data_monthly,cpi_fesl_data_monthly,rec_sahm_data_monthly,rec_smooth_prob_data_monthly,rec_nber_data_monthly,unemployment_data_monthly,unemployment_level_data_monthly,all_employed_data_monthly,employment_population_ratio_data_monthly,labor_force_participation_data_monthly,m1_data_monthly,m2_data_monthly,m2_real_data_monthly,interest_rate_fedfunds_data_monthly,consumer_sentiment_data_monthly,consumer_sentiment_inflation_data_monthly,consumer_sentiment_composite_data_monthly,consumer_sentiment_composite_amplitude_data_monthly,job_openings_data_monthly,job_hires_data_monthly,job_separations_data_monthly,average_weekly_earnings_data_monthly,gdp_data_quarterly,gdp_real_data_quarterly,cpi_inflation_data_annual,median_income_real_data_annual,median_income_data_annual,Date,Year,Company,Ticker,industryKey,sectorKey,Close,Volume,Uber,Lyft,DoorDash,Instacart,Grubhub,Fiverr,Upwork,side hustle,gig,Herbalife,Primerica,Tupperware,Avon,Etsy,Shopify,Udemy,target
2017-01-01,2017,3.989807692307693,245.121,252.1525,-0.0433333333333333,0.3333333333333333,0.0,4.358333333333333,6984.666666666667,146610.41666666666,60.125,62.85,3549.441666666667,13621.366666666669,5556.816666666667,1.0016666666666667,96.76666666666668,2.583333333333333,104.11548333333332,101.288625,5580.5,5119.583333333333,4949.833333333333,905.0433333333334,19612.1025,19612.1025,2.13011000365961,76710.0,61140.0,2017-12-31,2017.0,Etsy,ETSY,internet-retail,consumer-cyclical,20.450000762939453,1285900.0,79.5,21.5,4.0,2.833333333333333,10.083333333333334,2.0,1.0833333333333333,0.0,6.166666666666667,5.083333333333333,2.0,3.0,17.166666666666668,48.37493176792042,6.752534226601025,2.22180027279072,0.08342818756018233
2017-01-01,2017,3.989807692307693,245.121,252.1525,-0.0433333333333333,0.3333333333333333,0.0,4.358333333333333,6984.666666666667,146610.41666666666,60.125,62.85,3549.441666666667,13621.366666666669,5556.816666666667,1.0016666666666667,96.76666666666668,2.583333333333333,104.11548333333332,101.288625,5580.5,5119.583333333333,4949.833333333333,905.0433333333334,19612.1025,19612.1025,2.13011000365961,76710.0,61140.0,2017-12-31,2017.0,Shopify,SHOP,software-application,technology,10.100000381469728,7758000.0,79.5,21.5,4.0,2.833333333333333,10.083333333333334,2.0,1.0833333333333333,0.0,6.166666666666667,5.083333333333333,2.0,3.0,17.166666666666668,48.37493176792042,6.752534226601025,2.22180027279072,0.04120414155241586
2017-01-01,2017,3.989807692307693,245.121,252.1525,-0.0433333333333333,0.3333333333333333,0.0,4.358333333333333,6984.666666666667,146610.41666666666,60.125,62.85,3549.441666666667,13621.366666666669,5556.816666666667,1.0016666666666667,96.76666666666668,2.583333333333333,104.11548333333332,101.288625,5580.5,5119.583333333333,4949.833333333333,905.0433333333334,19612.1025,19612.1025,2.13011000365961,76710.0,61140.0,2017-12-31,2017.0,Herbalife,HLF,packaged-foods,consumer-defensive,33.86000061035156,1229000.0,79.5,21.5,4.0,2.833333333333333,10.083333333333334,2.0,1.0833333333333333,0.0,6.166666666666667,5.083333333333333,2.0,3.0,17.166666666666668,48.37493176792042,6.752534226601025,2.22180027279072,0.13813586192268945
2017-01-01,2017,3.989807692307693,245.121,252.1525,-0.0433333333333333,0.3333333333333333,0.0,4.358333333333333,6984.666666666667,146610.41666666666,60.125,62.85,3549.441666666667,13621.366666666669,5556.816666666667,1.0016666666666667,96.76666666666668,2.583333333333333,104.11548333333332,101.288625,5580.5,5119.583333333333,4949.833333333333,905.0433333333334,19612.1025,19612.1025,2.13011000365961,76710.0,61140.0,2017-12-31,2017.0,Primerica,PRI,insurance-life,financial-services,91.10659790039062,181100.0,79.5,21.5,4.0,2.833333333333333,10.083333333333334,2.0,1.0833333333333333,0.0,6.166666666666667,5.083333333333333,2.0,3.0,17.166666666666668,48.37493176792042,6.752534226601025,2.22180027279072,0.37168010044178434
2018-01-01,2018,4.544615384615384,251.0995,257.5614166666667,-0.0258333333333333,0.4116666666666666,0.0,3.891666666666666,6315.25,148893.66666666666,60.44166666666666,62.88333333333333,3707.0,14141.441666666666,5631.675,1.8316666666666668,98.36666666666667,2.8083333333333336,105.83700833333334,101.4531,6475.083333333333,5357.833333333333,5167.166666666667,934.36,20656.5155,20193.89525,2.44258329692817,77700.0,63180.0,2018-12-31,2018.0,Upwork,UPWK,internet-content-information,communication-services,18.11000061035156,337200.0,76.41666666666667,21.75,10.75,5.5,13.416666666666666,2.0,1.5,0.0,6.333333333333333,5.333333333333333,2.0,3.0,16.583333333333332,47.10973681953792,8.26276999908904,3.151598336805653,0.07212280633912675
2018-01-01,2018,4.544615384615384,251.0995,257.5614166666667,-0.0258333333333333,0.4116666666666666,0.0,3.891666666666666,6315.25,148893.66666666666,60.44166666666666,62.88333333333333,3707.0,14141.441666666666,5631.675,1.8316666666666668,98.36666666666667,2.8083333333333336,105.83700833333334,101.4531,6475.083333333333,5357.833333333333,5167.166666666667,934.36,20656.5155,20193.89525,2.44258329692817,77700.0,63180.0,2018-12-31,2018.0,Etsy,ETSY,internet-retail,consumer-cyclical,47.56999969482422,1527000.0,76.41666666666667,21.75,10.75,5.5,13.416666666666666,2.0,1.5,0.0,6.333333333333333,5.333333333333333,2.0,3.0,16.583333333333332,47.10973681953792,8.26276999908904,3.151598336805653,0.18944681170143396
2018-01-01,2018,4.544615384615384,251.0995,257.5614166666667,-0.0258333333333333,0.4116666666666666,0.0,3.891666666666666,6315.25,148893.66666666666,60.44166666666666,62.88333333333333,3707.0,14141.441666666666,5631.675,1.8316666666666668,98.36666666666667,2.8083333333333336,105.83700833333334,101.4531,6475.083333333333,5357.833333333333,5167.166666666667,934.36,20656.5155,20193.89525,2.44258329692817,77700.0,63180.0,2018-12-31,2018.0,Shopify,SHOP,software-application,technology,13.845000267028809,16842000.0,76.41666666666667,21.75,10.75,5.5,13.416666666666666,2.0,1.5,0.0,6.333333333333333,5.333333333333333,2.0,3.0,16.583333333333332,47.10973681953792,8.26276999908904,3.151598336805653,0.05513750631534037
2018-01-01,2018,4.544615384615384,251.0995,257.5614166666667,-0.0258333333333333,0.4116666666666666,0.0,3.891666666666666,6315.25,148893.66666666666,60.44166666666666,62.88333333333333,3707.0,14141.441666666666,5631.675,1.8316666666666668,98.36666666666667,2.8083333333333336,105.83700833333334,101.4531,6475.083333333333,5357.833333333333,5167.166666666667,934.36,20656.5155,20193.89525,2.44258329692817,77700.0,63180.0,2018-12-31,2018.0,Herbalife,HLF,packaged-foods,consumer-defensive,58.95000076293945,1013800.0,76.41666666666667,21.75,10.75,5.5,13.416666666666666,2.0,1.5,0.0,6.333333333333333,5.333333333333333,2.0,3.0,16.583333333333332,47.10973681953792,8.26276999908904,3.151598336805653,0.23476749560608226
2018-01-01,2018,4.544615384615384,251.0995,257.5614166666667,-0.0258333333333333,0.4116666666666666,0.0,3.891666666666666,6315.25,148893.66666666666,60.44166666666666,62.88333333333333,3707.0,14141.441666666666,5631.675,1.8316666666666668,98.36666666666667,2.8083333333333336,105.83700833333334,101.4531,6475.083333333333,5357.833333333333,5167.166666666667,934.36,20656.5155,20193.89525,2.44258329692817,77700.0,63180.0,2018-12-31,2018.0,Primerica,PRI,insurance-life,financial-services,88.48662567138672,221500.0,76.41666666666667,21.75,10.75,5.5,13.416666666666666,2.0,1.5,0.0,6.333333333333333,5.333333333333333,2.0,3.0,16.583333333333332,47.10973681953792,8.26276999908904,3.151598336805653,0.3523966621653437
2019-01-01,2019,3.935769230769231,255.65258333333333,263.2129166666667,0.0275,1.6049999999999998,0.0,3.675,5999.166666666667,150905.08333333334,60.78333333333333,63.1,3872.533333333333,14863.433333333334,5813.45,2.158333333333333,95.98333333333332,2.6083333333333334,103.27267583333332,101.23429166666666,6430.083333333333,5466.416666666667,5311.0,963.1325,21539.9815,20715.6715,1.81221007526021,83260.0,68700.0,2019-12-31,2019.0,Upwork,UPWK,internet-content-information,communication-services,10.670000076293944,1182600.0,76.75,23.83333333333333,24.25,7.0,16.416666666666668,2.25,1.75,0.5,6.166666666666667,4.916666666666667,1.9166666666666667,3.0,16.333333333333332,49.30424006046055,9.371124744405272,3.151824055329845,0.04173632801661086
2019-01-01,2019,3.935769230769231,255.65258333333333,263.2129166666667,0.0275,1.6049999999999998,0.0,3.675,5999.166666666667,150905.08333333334,60.78333333333333,63.1,3872.533333333333,14863.433333333334,5813.45,2.158333333333333,95.98333333333332,2.6083333333333334,103.27267583333332,101.23429166666666,6430.083333333333,5466.416666666667,5311.0,963.1325,21539.9815,20715.6715,1.81221007526021,83260.0,68700.0,2019-12-31,2019.0,Fiverr,FVRR,internet-content-information,communication-services,23.5,171700.0,76.75,23.83333333333333,24.25,7.0,16.416666666666668,2.25,1.75,0.5,6.166666666666667,4.916666666666667,1.9166666666666667,3.0,16.333333333333332,49.30424006046055,9.371124744405272,3.151824055329845,0.09192162149740321
2019-01-01,2019,3.935769230769231,255.65258333333333,263.2129166666667,0.0275,1.6049999999999998,0.0,3.675,5999.166666666667,150905.08333333334,60.78333333333333,63.1,3872.533333333333,14863.433333333334,5813.45,2.158333333333333,95.98333333333332,2.6083333333333334,103.27267583333332,101.23429166666666,6430.083333333333,5466.416666666667,5311.0,963.1325,21539.9815,20715.6715,1.81221007526021,83260.0,68700.0,2019-12-31,2019.0,Uber,UBER,software-application,technology,29.739999771118164,16228400.0,76.75,23.83333333333333,24.25,7.0,16.416666666666668,2.25,1.75,0.5,6.166666666666667,4.916666666666667,1.9166666666666667,3.0,16.333333333333332,49.30424006046055,9.371124744405272,3.151824055329845,0.1163297447784503
2019-01-01,2019,3.935769230769231,255.65258333333333,263.2129166666667,0.0275,1.6049999999999998,0.0,3.675,5999.166666666667,150905.08333333334,60.78333333333333,63.1,3872.533333333333,14863.433333333334,5813.45,2.158333333333333,95.98333333333332,2.6083333333333334,103.27267583333332,101.23429166666666,6430.083333333333,5466.416666666667,5311.0,963.1325,21539.9815,20715.6715,1.81221007526021,83260.0,68700.0,2019-12-31,2019.0,Lyft,LYFT,software-application,technology,43.02000045776367,5499600.0,76.75,23.83333333333333,24.25,7.0,16.416666666666668,2.25,1.75,0.5,6.166666666666667,4.916666666666667,1.9166666666666667,3.0,16.333333333333332,49.30424006046055,9.371124744405272,3.151824055329845,0.16827524250624107
2019-01-01,2019,3.935769230769231,255.65258333333333,263.2129166666667,0.0275,1.6049999999999998,0.0,3.675,5999.166666666667,150905.08333333334,60.78333333333333,63.1,3872.533333333333,14863.433333333334,5813.45,2.158333333333333,95.98333333333332,2.6083333333333334,103.27267583333332,101.23429166666666,6430.083333333333,5466.416666666667,5311.0,963.1325,21539.9815,20715.6715,1.81221007526021,83260.0,68700.0,2019-12-31,2019.0,Etsy,ETSY,internet-retail,consumer-cyclical,44.29999923706055,2325000.0,76.75,23.83333333333333,24.25,7.0,16.416666666666668,2.25,1.75,0.5,6.166666666666667,4.916666666666667,1.9166666666666667,3.0,16.333333333333332,49.30424006046055,9.371124744405272,3.151824055329845,0.17328203243422685
2019-01-01,2019,3.935769230769231,255.65258333333333,263.2129166666667,0.0275,1.6049999999999998,0.0,3.675,5999.166666666667,150905.08333333334,60.78333333333333,63.1,3872.533333333333,14863.433333333334,5813.45,2.158333333333333,95.98333333333332,2.6083333333333334,103.27267583333332,101.23429166666666,6430.083333333333,5466.416666666667,5311.0,963.1325,21539.9815,20715.6715,1.81221007526021,83260.0,68700.0,2019-12-31,2019.0,Shopify,SHOP,software-application,technology,39.757999420166016,11222000.0,76.75,23.83333333333333,24.25,7.0,16.416666666666668,2.25,1.75,0.5,6.166666666666667,4.916666666666667,1.9166666666666667,3.0,16.333333333333332,49.30424006046055,9.371124744405272,3.151824055329845,0.1555157350721054
2019-01-01,2019,3.935769230769231,255.65258333333333,263.2129166666667,0.0275,1.6049999999999998,0.0,3.675,5999.166666666667,150905.08333333334,60.78333333333333,63.1,3872.533333333333,14863.433333333334,5813.45,2.158333333333333,95.98333333333332,2.6083333333333334,103.27267583333332,101.23429166666666,6430.083333333333,5466.416666666667,5311.0,963.1325,21539.9815,20715.6715,1.81221007526021,83260.0,68700.0,2019-12-31,2019.0,Herbalife,HLF,packaged-foods,consumer-defensive,47.66999816894531,1548400.0,76.75,23.83333333333333,24.25,7.0,16.416666666666668,2.25,1.75,0.5,6.166666666666667,4.916666666666667,1.9166666666666667,3.0,16.333333333333332,49.30424006046055,9.371124744405272,3.151824055329845,0.18646397993479555
2019-01-01,2019,3.935769230769231,255.65258333333333,263.2129166666667,0.0275,1.6049999999999998,0.0,3.675,5999.166666666667,150905.08333333334,60.78333333333333,63.1,3872.533333333333,14863.433333333334,5813.45,2.158333333333333,95.98333333333332,2.6083333333333334,103.27267583333332,101.23429166666666,6430.083333333333,5466.416666666667,5311.0,963.1325,21539.9815,20715.6715,1.81221007526021,83260.0,68700.0,2019-12-31,2019.0,Primerica,PRI,insurance-life,financial-services,119.55378723144533,146100.0,76.75,23.83333333333333,24.25,7.0,16.416666666666668,2.25,1.75,0.5,6.166666666666667,4.916666666666667,1.9166666666666667,3.0,16.333333333333332,49.30424006046055,9.371124744405272,3.151824055329845,0.4676416161051062
2020-01-01,2020,3.111698113207547,258.85575,267.70991666666663,4.316666666666666,16.865,0.1666666666666666,8.1,12949.666666666666,142161.91666666666,56.76666666666667,61.74166666666667,12821.083333333334,17696.283333333333,6835.474999999999,0.3758333333333333,81.54166666666667,2.6666666666666665,87.73424083333333,99.46525083333334,5637.083333333333,5708.083333333333,6314.333333333333,1014.7025,21375.2815,20284.5,1.23358439630629,81580.0,68010.0,2020-12-31,2020.0,Upwork,UPWK,internet-content-information,communication-services,34.52000045776367,1485200.0,50.5,11.583333333333334,37.75,22.08333333333333,19.08333333333333,3.4166666666666665,1.8333333333333333,0.75,6.416666666666667,5.5,1.9166666666666667,3.1666666666666665,15.166666666666666,74.37392555684558,13.375594817067736,4.003426148384019,0.13335612771886918
2020-01-01,2020,3.111698113207547,258.85575,267.70991666666663,4.316666666666666,16.865,0.1666666666666666,8.1,12949.666666666666,142161.91666666666,56.76666666666667,61.74166666666667,12821.083333333334,17696.283333333333,6835.474999999999,0.3758333333333333,81.54166666666667,2.6666666666666665,87.73424083333333,99.46525083333334,5637.083333333333,5708.083333333333,6314.333333333333,1014.7025,21375.2815,20284.5,1.23358439630629,81580.0,68010.0,2020-12-31,2020.0,Fiverr,FVRR,internet-content-information,communication-services,195.1000061035156,1301200.0,50.5,11.583333333333334,37.75,22.08333333333333,19.08333333333333,3.4166666666666665,1.8333333333333333,0.75,6.416666666666667,5.5,1.9166666666666667,3.1666666666666665,15.166666666666666,74.37392555684558,13.375594817067736,4.003426148384019,0.7537016508364817
2020-01-01,2020,3.111698113207547,258.85575,267.70991666666663,4.316666666666666,16.865,0.1666666666666666,8.1,12949.666666666666,142161.91666666666,56.76666666666667,61.74166666666667,12821.083333333334,17696.283333333333,6835.474999999999,0.3758333333333333,81.54166666666667,2.6666666666666665,87.73424083333333,99.46525083333334,5637.083333333333,5708.083333333333,6314.333333333333,1014.7025,21375.2815,20284.5,1.23358439630629,81580.0,68010.0,2020-12-31,2020.0,Uber,UBER,software-application,technology,51.0,13282800.0,50.5,11.583333333333334,37.75,22.08333333333333,19.08333333333333,3.4166666666666665,1.8333333333333333,0.75,6.416666666666667,5.5,1.9166666666666667,3.1666666666666665,15.166666666666666,74.37392555684558,13.375594817067736,4.003426148384019,0.1970209276788327
