ticker,date,filed_date,form,fiscal_period,company,industrykey,sectorkey,fiscal_year,Assets,CommonStockSharesOutstanding,GrossProfit,IncomeTaxExpenseBenefit,Liabilities,NetIncomeLoss,OperatingExpenses,OperatingIncomeLoss,WeightedAverageNumberOfSharesOutstandingBasic,Revenue,has_gross_profit,has_operating_income,has_operating_expenses,has_liabilities,has_revenue,has_common_stock_outstanding,has_weighted_avg_shares,year,close,volume
UBER,2019-12-31,2020-03-02,10-K,FY,UBER,software-application,technology,2019,7932000000.0,7932000000.0,,7932000000.0,7932000000.0,7932000000.0,,7932000000.0,7932000000.0,7932000000.0,0,1,0,1,1,1,1,2019,29.739999771118164,16228400.0
UBER,2020-12-31,2021-03-01,10-K,FY,UBER,software-application,technology,2020,10433000000.0,10433000000.0,,10433000000.0,10433000000.0,10433000000.0,,10433000000.0,10433000000.0,10433000000.0,0,1,0,1,1,1,1,2020,51.0,13282800.0
UBER,2021-12-31,2022-02-24,10-K,FY,UBER,software-application,technology,2021,13000000000.0,13000000000.0,,13000000000.0,13000000000.0,13000000000.0,,13000000000.0,13000000000.0,13000000000.0,0,1,0,1,1,1,1,2021,41.93000030517578,13746900.0
UBER,2022-12-31,2023-02-21,10-K,FY,UBER,software-application,technology,2022,11139000000.0,11139000000.0,,11139000000.0,11139000000.0,11139000000.0,,11139000000.0,11139000000.0,11139000000.0,0,1,0,1,1,1,1,2022,24.729999542236328,20474100.0
UBER,2023-12-31,2024-02-15,10-K,FY,UBER,software-application,technology,2023,17455000000.0,17455000000.0,,17455000000.0,17455000000.0,17455000000.0,,17455000000.0,17455000000.0,17455000000.0,0,1,0,1,1,1,1,2023,61.56999969482422,21615400.0
UBER,2024-12-31,2025-02-14,10-K,FY,UBER,software-application,technology,2024,31877000000.0,31877000000.0,,31877000000.0,31877000000.0,31877000000.0,,31877000000.0,31877000000.0,31877000000.0,0,1,0,1,1,1,1,2024,60.31999969482422,14487300.0
UBER,2025-12-31,2026-02-13,10-K,FY,UBER,software-application,technology,2025,37281000000.0,37281000000.0,,37281000000.0,37281000000.0,37281000000.0,,37281000000.0,37281000000.0,37281000000.0,0,1,0,1,1,1,1,2025,82.12000274658203,9500700.0
UDMY,2021-12-31,2022-03-25,10-K,FY,UDMY,education-training-services,consumer-defensive,2021,132817000.0,132817000.0,132817000.0,132817000.0,132817000.0,132817000.0,132817000.0,132817000.0,132817000.0,,1,1,1,1,0,1,1,2021,19.540000915527344,255300.0
UDMY,2022-12-31,2023-02-27,10-K,FY,UDMY,education-training-services,consumer-defensive,2022,220646000.0,220646000.0,220646000.0,220646000.0,220646000.0,220646000.0,220646000.0,220646000.0,220646000.0,,1,1,1,1,0,1,1,2022,10.550000190734863,565000.0
UDMY,2023-12-31,2024-02-26,10-K,FY,UDMY,education-training-services,consumer-defensive,2023,279633000.0,279633000.0,279633000.0,279633000.0,279633000.0,279633000.0,279633000.0,279633000.0,279633000.0,,1,1,1,1,0,1,1,2023,14.729999542236328,690800.0
UDMY,2024-12-31,2025-02-19,10-K,FY,UDMY,education-training-services,consumer-defensive,2024,353777000.0,353777000.0,353777000.0,353777000.0,353777000.0,353777000.0,353777000.0,353777000.0,353777000.0,,1,1,1,1,0,1,1,2024,8.229999542236328,475600.0
UDMY,2025-12-31,2026-02-19,10-K,FY,UDMY,education-training-services,consumer-defensive,2025,419339000.0,419339000.0,419339000.0,419339000.0,419339000.0,419339000.0,419339000.0,419339000.0,419339000.0,,1,1,1,1,0,1,1,2025,5.760000228881836,2855200.0
UPWK,2018-12-31,2019-03-07,10-K,FY,UPWK,internet-content-information,communication-services,2018,101867000.0,101867000.0,101867000.0,101867000.0,101867000.0,101867000.0,101867000.0,101867000.0,101867000.0,101867000.0,1,1,1,1,1,1,1,2018,18.11000061035156,337200.0
UPWK,2019-12-31,2020-03-02,10-K,FY,UPWK,internet-content-information,communication-services,2019,137109000.0,137109000.0,137109000.0,137109000.0,137109000.0,137109000.0,137109000.0,137109000.0,137109000.0,137109000.0,1,1,1,1,1,1,1,2019,10.670000076293944,1182600.0
UPWK,2020-12-31,2021-02-24,10-K,FY,UPWK,internet-content-information,communication-services,2020,171896000.0,171896000.0,171896000.0,171896000.0,171896000.0,171896000.0,171896000.0,171896000.0,171896000.0,171896000.0,1,1,1,1,1,1,1,2020,34.52000045776367,1485200.0
UPWK,2021-12-31,2022-02-15,10-K,FY,UPWK,internet-content-information,communication-services,2021,212418000.0,212418000.0,212418000.0,212418000.0,212418000.0,212418000.0,212418000.0,212418000.0,212418000.0,212418000.0,1,1,1,1,1,1,1,2021,34.15999984741211,672300.0
UPWK,2022-12-31,2023-02-16,10-K,FY,UPWK,internet-content-information,communication-services,2022,269361000.0,269361000.0,269361000.0,269361000.0,269361000.0,269361000.0,269361000.0,269361000.0,269361000.0,269361000.0,1,1,1,1,1,1,1,2022,10.4399995803833,1120800.0
UPWK,2023-12-31,2024-02-15,10-K,FY,UPWK,internet-content-information,communication-services,2023,367289000.0,367289000.0,367289000.0,367289000.0,367289000.0,367289000.0,367289000.0,367289000.0,367289000.0,367289000.0,1,1,1,1,1,1,1,2023,14.869999885559082,1535700.0
UPWK,2024-12-31,2025-02-13,10-K,FY,UPWK,internet-content-information,communication-services,2024,457916000.0,457916000.0,457916000.0,457916000.0,457916000.0,457916000.0,457916000.0,457916000.0,457916000.0,457916000.0,1,1,1,1,1,1,1,2024,16.350000381469727,1107900.0
UPWK,2025-12-31,2026-02-13,10-K,FY,UPWK,internet-content-information,communication-services,2025,518686000.0,518686000.0,518686000.0,518686000.0,518686000.0,518686000.0,518686000.0,518686000.0,518686000.0,518686000.0,1,1,1,1,1,1,1,2025,19.549999237060547,2662600.0
