ticker,date,filed_date,form,fiscal_period,company,industrykey,sectorkey,fiscal_year,Assets,CommonStockSharesOutstanding,GrossProfit,IncomeTaxExpenseBenefit,Liabilities,NetIncomeLoss,OperatingExpenses,OperatingIncomeLoss,WeightedAverageNumberOfSharesOutstandingBasic,Revenue,has_gross_profit,has_operating_income,has_operating_expenses,has_liabilities,has_revenue,has_common_stock_outstanding,has_weighted_avg_shares,quarter,year,close,volume
ETSY,2018-12-31,2019-02-28,10-K,FY,ETSY,internet-retail,consumer-cyclical,2018,241639000.0,241639000.0,241639000.0,241639000.0,241639000.0,241639000.0,241639000.0,241639000.0,241639000.0,241639000.0,1,1,1,1,1,1,1,4,2018,47.56999969482422,1527000.0
ETSY,2019-03-31,2019-05-09,10-Q,Q1,ETSY,internet-retail,consumer-cyclical,2019,79617000.0,79617000.0,79617000.0,79617000.0,79617000.0,79617000.0,79617000.0,79617000.0,79617000.0,79617000.0,1,1,1,1,1,1,1,1,2019,67.22000122070312,1219100.0
ETSY,2019-06-30,2019-08-02,10-Q,Q2,ETSY,internet-retail,consumer-cyclical,2019,166595000.0,166595000.0,166595000.0,166595000.0,166595000.0,166595000.0,166595000.0,166595000.0,166595000.0,166595000.0,1,1,1,1,1,1,1,2,2019,61.369998931884766,16253800.0
ETSY,2019-09-30,2019-10-31,10-Q,Q3,ETSY,internet-retail,consumer-cyclical,2019,270014000.0,270014000.0,270014000.0,270014000.0,270014000.0,270014000.0,270014000.0,270014000.0,270014000.0,270014000.0,1,1,1,1,1,1,1,3,2019,56.5,2507500.0
ETSY,2019-12-31,2020-02-27,10-K,FY,ETSY,internet-retail,consumer-cyclical,2019,290245000.0,290245000.0,290245000.0,290245000.0,290245000.0,290245000.0,290245000.0,290245000.0,290245000.0,290245000.0,1,1,1,1,1,1,1,4,2019,44.29999923706055,2325000.0
ETSY,2020-03-31,2020-05-07,10-Q,Q1,ETSY,internet-retail,consumer-cyclical,2020,116681000.0,116681000.0,116681000.0,116681000.0,116681000.0,116681000.0,116681000.0,116681000.0,116681000.0,116681000.0,1,1,1,1,1,1,1,1,2020,38.43999862670898,2831700.0
ETSY,2020-06-30,2020-08-06,10-Q,Q2,ETSY,internet-retail,consumer-cyclical,2020,239171000.0,239171000.0,239171000.0,239171000.0,239171000.0,239171000.0,239171000.0,239171000.0,239171000.0,239171000.0,1,1,1,1,1,1,1,2,2020,106.2300033569336,4232900.0
ETSY,2020-09-30,2020-10-29,10-Q,Q3,ETSY,internet-retail,consumer-cyclical,2020,368169000.0,368169000.0,368169000.0,368169000.0,368169000.0,368169000.0,368169000.0,368169000.0,368169000.0,368169000.0,1,1,1,1,1,1,1,3,2020,121.62999725341795,2525400.0
ETSY,2020-12-31,2021-02-26,10-K,FY,ETSY,internet-retail,consumer-cyclical,2020,412931000.0,412931000.0,412931000.0,412931000.0,412931000.0,412931000.0,412931000.0,412931000.0,412931000.0,412931000.0,1,1,1,1,1,1,1,4,2020,177.91000366210938,2076900.0
ETSY,2021-03-31,2021-05-06,10-Q,Q1,ETSY,internet-retail,consumer-cyclical,2021,145639000.0,145639000.0,145639000.0,145639000.0,145639000.0,145639000.0,145639000.0,145639000.0,145639000.0,145639000.0,1,1,1,1,1,1,1,1,2021,201.6699981689453,2512600.0
ETSY,2021-06-30,2021-08-05,10-Q,Q2,ETSY,internet-retail,consumer-cyclical,2021,462995000.0,462995000.0,462995000.0,462995000.0,462995000.0,462995000.0,462995000.0,462995000.0,462995000.0,462995000.0,1,1,1,1,1,1,1,2,2021,205.83999633789065,3117100.0
ETSY,2021-09-30,2021-11-04,10-Q,Q3,ETSY,internet-retail,consumer-cyclical,2021,794305000.0,794305000.0,794305000.0,794305000.0,794305000.0,794305000.0,794305000.0,794305000.0,794305000.0,794305000.0,1,1,1,1,1,1,1,3,2021,207.9600067138672,1996800.0
ETSY,2021-12-31,2022-02-25,10-K,FY,ETSY,internet-retail,consumer-cyclical,2021,547343000.0,547343000.0,547343000.0,547343000.0,547343000.0,547343000.0,547343000.0,547343000.0,547343000.0,547343000.0,1,1,1,1,1,1,1,4,2021,218.94000244140625,1298800.0
ETSY,2022-03-31,2022-05-05,10-Q,Q1,ETSY,internet-retail,consumer-cyclical,2022,407729000.0,407729000.0,407729000.0,407729000.0,407729000.0,407729000.0,407729000.0,407729000.0,407729000.0,407729000.0,1,1,1,1,1,1,1,1,2022,124.27999877929688,3805900.0
ETSY,2022-06-30,2022-07-28,10-Q,Q2,ETSY,internet-retail,consumer-cyclical,2022,787660000.0,787660000.0,787660000.0,787660000.0,787660000.0,787660000.0,787660000.0,787660000.0,787660000.0,787660000.0,1,1,1,1,1,1,1,2,2022,73.20999908447266,3714000.0
ETSY,2022-09-30,2022-11-03,10-Q,Q3,ETSY,internet-retail,consumer-cyclical,2022,1166429000.0,1166429000.0,1166429000.0,1166429000.0,1166429000.0,1166429000.0,1166429000.0,1166429000.0,1166429000.0,1166429000.0,1,1,1,1,1,1,1,3,2022,100.12999725341795,2848300.0
ETSY,2022-12-31,2023-02-23,10-K,FY,ETSY,internet-retail,consumer-cyclical,2022,1260880000.0,1260880000.0,1260880000.0,1260880000.0,1260880000.0,1260880000.0,1260880000.0,1260880000.0,1260880000.0,1260880000.0,1,1,1,1,1,1,1,4,2022,119.77999877929688,2153700.0
ETSY,2023-03-31,2023-05-04,10-Q,Q1,ETSY,internet-retail,consumer-cyclical,2023,406271000.0,406271000.0,406271000.0,406271000.0,406271000.0,406271000.0,406271000.0,406271000.0,406271000.0,406271000.0,1,1,1,1,1,1,1,1,2023,111.33000183105467,2673400.0
ETSY,2023-06-30,2023-08-03,10-Q,Q2,ETSY,internet-retail,consumer-cyclical,2023,819985000.0,819985000.0,819985000.0,819985000.0,819985000.0,819985000.0,819985000.0,819985000.0,819985000.0,819985000.0,1,1,1,1,1,1,1,2,2023,84.61000061035156,3067300.0
ETSY,2023-09-30,2023-11-02,10-Q,Q3,ETSY,internet-retail,consumer-cyclical,2023,1240053000.0,1240053000.0,1240053000.0,1240053000.0,1240053000.0,1240053000.0,1240053000.0,1240053000.0,1240053000.0,1240053000.0,1,1,1,1,1,1,1,3,2023,64.58000183105469,3272900.0
ETSY,2023-12-31,2024-02-22,10-K,FY,ETSY,internet-retail,consumer-cyclical,2023,1674602000.0,1674602000.0,1674602000.0,1674602000.0,1674602000.0,1674602000.0,1674602000.0,1674602000.0,1674602000.0,1674602000.0,1,1,1,1,1,1,1,4,2023,81.05000305175781,2397100.0
ETSY,2024-03-31,2024-05-02,10-Q,Q1,ETSY,internet-retail,consumer-cyclical,2024,445424000.0,445424000.0,445424000.0,445424000.0,445424000.0,445424000.0,445424000.0,445424000.0,445424000.0,445424000.0,1,1,1,1,1,1,1,1,2024,68.72000122070312,2244400.0
ETSY,2024-06-30,2024-08-01,10-Q,Q2,ETSY,internet-retail,consumer-cyclical,2024,885662000.0,885662000.0,885662000.0,885662000.0,885662000.0,885662000.0,885662000.0,885662000.0,885662000.0,885662000.0,1,1,1,1,1,1,1,2,2024,58.97999954223633,4395800.0
ETSY,2024-09-30,2024-10-31,10-Q,Q3,ETSY,internet-retail,consumer-cyclical,2024,1333137000.0,1333137000.0,1333137000.0,1333137000.0,1333137000.0,1333137000.0,1333137000.0,1333137000.0,1333137000.0,1333137000.0,1,1,1,1,1,1,1,3,2024,55.52999877929688,3076700.0
ETSY,2024-12-31,2025-02-19,10-K,FY,ETSY,internet-retail,consumer-cyclical,2024,1821519000.0,1821519000.0,1821519000.0,1821519000.0,1821519000.0,1821519000.0,1821519000.0,1821519000.0,1821519000.0,1821519000.0,1,1,1,1,1,1,1,4,2024,52.88999938964844,3910100.0
ETSY,2025-03-31,2025-04-30,10-Q,Q1,ETSY,internet-retail,consumer-cyclical,2025,458821000.0,458821000.0,458821000.0,458821000.0,458821000.0,458821000.0,458821000.0,458821000.0,458821000.0,458821000.0,1,1,1,1,1,1,1,1,2025,47.18000030517578,3099000.0
ETSY,2025-06-30,2025-07-30,10-Q,Q2,ETSY,internet-retail,consumer-cyclical,2025,922537000.0,922537000.0,922537000.0,922537000.0,922537000.0,922537000.0,922537000.0,922537000.0,922537000.0,922537000.0,1,1,1,1,1,1,1,2,2025,50.15999984741211,4032500.0
ETSY,2025-09-30,2025-10-29,10-Q,Q3,ETSY,internet-retail,consumer-cyclical,2025,1399307000.0,1399307000.0,1399307000.0,1399307000.0,1399307000.0,1399307000.0,1399307000.0,1399307000.0,1399307000.0,1399307000.0,1,1,1,1,1,1,1,3,2025,66.38999938964844,16708600.0
ETSY,2025-12-31,2026-02-19,10-K,FY,ETSY,internet-retail,consumer-cyclical,2025,1919702000.0,1919702000.0,1919702000.0,1919702000.0,1919702000.0,1919702000.0,1919702000.0,1919702000.0,1919702000.0,1919702000.0,1,1,1,1,1,1,1,4,2025,55.36000061035156,2432300.0
FVRR,2019-12-31,2020-03-31,20-F,FY,FVRR,internet-content-information,communication-services,2019,52112000.0,52112000.0,52112000.0,52112000.0,52112000.0,52112000.0,52112000.0,52112000.0,52112000.0,52112000.0,1,1,1,1,1,1,1,4,2019,23.5,171700.0
FVRR,2020-12-31,2021-02-18,20-F,FY,FVRR,internet-content-information,communication-services,2020,75503000.0,75503000.0,75503000.0,75503000.0,75503000.0,75503000.0,75503000.0,75503000.0,75503000.0,75503000.0,1,1,1,1,1,1,1,4,2020,195.1000061035156,1301200.0
FVRR,2021-12-31,2022-02-17,20-F,FY,FVRR,internet-content-information,communication-services,2021,107073000.0,107073000.0,107073000.0,107073000.0,107073000.0,107073000.0,107073000.0,107073000.0,107073000.0,107073000.0,1,1,1,1,1,1,1,4,2021,113.6999969482422,575500.0
FVRR,2022-12-31,2023-03-30,20-F,FY,FVRR,internet-content-information,communication-services,2022,189510000.0,189510000.0,189510000.0,189510000.0,189510000.0,189510000.0,189510000.0,189510000.0,189510000.0,189510000.0,1,1,1,1,1,1,1,4,2022,29.13999938964844,500800.0
FVRR,2023-12-31,2024-02-22,20-F,FY,FVRR,internet-content-information,communication-services,2023,297662000.0,297662000.0,297662000.0,297662000.0,297662000.0,297662000.0,297662000.0,297662000.0,297662000.0,297662000.0,1,1,1,1,1,1,1,4,2023,27.21999931335449,1051900.0
FVRR,2024-12-31,2025-02-19,20-F,FY,FVRR,internet-content-information,communication-services,2024,337366000.0,337366000.0,337366000.0,337366000.0,337366000.0,337366000.0,337366000.0,337366000.0,337366000.0,337366000.0,1,1,1,1,1,1,1,4,2024,31.729999542236328,428000.0
FVRR,2025-06-30,2025-07-30,6-K,Q2,FVRR,internet-content-information,communication-services,2025,188187000.0,188187000.0,188187000.0,188187000.0,188187000.0,188187000.0,188187000.0,188187000.0,188187000.0,188187000.0,1,1,1,1,1,1,1,2,2025,29.32999992370605,992500.0
FVRR,2025-12-31,2026-03-12,20-F,FY,FVRR,internet-content-information,communication-services,2025,361375000.0,361375000.0,361375000.0,361375000.0,361375000.0,361375000.0,361375000.0,361375000.0,361375000.0,361375000.0,1,1,1,1,1,1,1,4,2025,19.709999084472656,1010900.0
GRUB,2014-03-31,2014-05-15,10-Q,Q1,GRUB,,,2014,1256000.0,1256000.0,,1256000.0,,1256000.0,,,1256000.0,1256000.0,0,0,0,0,1,1,1,1,2014,,
GRUB,2014-06-30,2014-08-07,10-Q,Q2,GRUB,,,2014,3079000.0,3079000.0,,3079000.0,,3079000.0,,,3079000.0,3079000.0,0,0,0,0,1,1,1,2,2014,,
GRUB,2014-09-30,2014-11-06,10-Q,Q3,GRUB,,,2014,5133000.0,5133000.0,,5133000.0,,5133000.0,,,5133000.0,5133000.0,0,0,0,0,1,1,1,3,2014,,
GRUB,2014-12-31,2015-03-05,10-K,FY,GRUB,,,2014,7919000.0,7919000.0,,7919000.0,,7919000.0,,,7919000.0,7919000.0,0,0,0,0,1,1,1,4,2014,,
GRUB,2015-03-31,2015-05-07,10-Q,Q1,GRUB,,,2015,4353000.0,4353000.0,,4353000.0,,4353000.0,,,4353000.0,4353000.0,0,0,0,0,1,1,1,1,2015,,
GRUB,2015-06-30,2015-08-06,10-Q,Q2,GRUB,,,2015,7045000.0,7045000.0,,7045000.0,,7045000.0,,,7045000.0,7045000.0,0,0,0,0,1,1,1,2,2015,,
GRUB,2015-09-30,2015-11-12,10-Q,Q3,GRUB,,,2015,13498000.0,13498000.0,,13498000.0,,13498000.0,,,13498000.0,13498000.0,0,0,0,0,1,1,1,3,2015,,
GRUB,2015-12-31,2016-02-26,10-K,FY,GRUB,,,2015,6747000.0,6747000.0,,6747000.0,,6747000.0,,,6747000.0,6747000.0,0,0,0,0,1,1,1,4,2015,,
GRUB,2016-03-31,2016-05-09,10-Q,Q1,GRUB,,,2016,10570000.0,10570000.0,,10570000.0,,10570000.0,,,10570000.0,10570000.0,0,0,0,0,1,1,1,1,2016,,
GRUB,2016-06-30,2016-08-08,10-Q,Q2,GRUB,,,2016,19922000.0,19922000.0,,19922000.0,,19922000.0,,,19922000.0,19922000.0,0,0,0,0,1,1,1,2,2016,,
GRUB,2016-09-30,2016-11-08,10-Q,Q3,GRUB,,,2016,26789000.0,26789000.0,,26789000.0,,26789000.0,,,26789000.0,26789000.0,0,0,0,0,1,1,1,3,2016,,
GRUB,2016-12-31,2017-02-28,10-K,FY,GRUB,,,2016,24263000.0,24263000.0,,24263000.0,,24263000.0,,,24263000.0,24263000.0,0,0,0,0,1,1,1,4,2016,,
GRUB,2017-03-31,2017-05-09,10-Q,Q1,GRUB,,,2017,9933000.0,9933000.0,,9933000.0,,9933000.0,,,9933000.0,9933000.0,0,0,0,0,1,1,1,1,2017,,
GRUB,2017-06-30,2017-08-08,10-Q,Q2,GRUB,,,2017,22738000.0,22738000.0,,22738000.0,,22738000.0,,,22738000.0,22738000.0,0,0,0,0,1,1,1,2,2017,,
GRUB,2017-09-30,2017-11-08,10-Q,Q3,GRUB,,,2017,35920000.0,35920000.0,,35920000.0,,35920000.0,,,35920000.0,35920000.0,0,0,0,0,1,1,1,3,2017,,
GRUB,2017-12-31,2018-02-28,10-K,FY,GRUB,,,2017,61422000.0,61422000.0,,61422000.0,,61422000.0,,61422000.0,61422000.0,61422000.0,0,1,0,0,1,1,1,4,2017,,
GRUB,2018-03-31,2018-05-08,10-Q,Q1,GRUB,,,2018,24764000.0,24764000.0,,24764000.0,,24764000.0,,24764000.0,24764000.0,24764000.0,0,1,0,0,1,1,1,1,2018,,
GRUB,2018-06-30,2018-08-06,10-Q,Q2,GRUB,,,2018,46545000.0,46545000.0,,46545000.0,,46545000.0,,46545000.0,46545000.0,46545000.0,0,1,0,0,1,1,1,2,2018,,
GRUB,2018-09-30,2018-11-06,10-Q,Q3,GRUB,,,2018,63592000.0,63592000.0,,63592000.0,,63592000.0,,63592000.0,63592000.0,63592000.0,0,1,0,0,1,1,1,3,2018,,
GRUB,2018-12-31,2019-02-28,10-K,FY,GRUB,,,2018,83123000.0,83123000.0,,83123000.0,,83123000.0,,83123000.0,83123000.0,83123000.0,0,1,0,0,1,1,1,4,2018,,
GRUB,2019-03-31,2019-05-10,10-Q,Q1,GRUB,,,2019,31552000.0,31552000.0,,31552000.0,,31552000.0,,31552000.0,31552000.0,31552000.0,0,1,0,0,1,1,1,1,2019,,
GRUB,2019-06-30,2019-08-06,10-Q,Q2,GRUB,,,2019,65871000.0,65871000.0,,65871000.0,,65871000.0,,65871000.0,65871000.0,65871000.0,0,1,0,0,1,1,1,2,2019,,
GRUB,2019-09-30,2019-11-07,10-Q,Q3,GRUB,,,2019,87719000.0,87719000.0,,87719000.0,,87719000.0,,87719000.0,87719000.0,87719000.0,0,1,0,0,1,1,1,3,2019,,
GRUB,2019-12-31,2020-02-28,10-K,FY,GRUB,,,2019,89750000.0,89750000.0,,89750000.0,,89750000.0,,89750000.0,89750000.0,89750000.0,0,1,0,0,1,1,1,4,2019,,
GRUB,2020-03-31,2020-05-11,10-Q,Q1,GRUB,,,2020,8840000.0,8840000.0,,8840000.0,,8840000.0,,8840000.0,8840000.0,8840000.0,0,1,0,0,1,1,1,1,2020,,
GRUB,2020-06-30,2020-08-10,10-Q,Q2,GRUB,,,2020,14957000.0,14957000.0,,14957000.0,,14957000.0,,14957000.0,14957000.0,14957000.0,0,1,0,0,1,1,1,2,2020,,
GRUB,2020-09-30,2020-11-06,10-Q,Q3,GRUB,,,2020,18545000.0,18545000.0,,18545000.0,,18545000.0,,18545000.0,18545000.0,18545000.0,0,1,0,0,1,1,1,3,2020,,
GRUB,2020-12-31,2021-03-01,10-K,FY,GRUB,,,2020,84963000.0,84963000.0,,84963000.0,,84963000.0,,84963000.0,84963000.0,84963000.0,0,1,0,0,1,1,1,4,2020,,
GRUB,2021-03-31,2021-05-06,10-Q,Q1,GRUB,,,2021,-45908000.0,-45908000.0,,-45908000.0,,-45908000.0,,-45908000.0,-45908000.0,-45908000.0,0,1,0,0,1,1,1,1,2021,,
HLF,2010-06-30,2010-08-02,10-Q,Q2,HLF,packaged-foods,consumer-defensive,2010,868646000.0,868646000.0,868646000.0,868646000.0,868646000.0,868646000.0,,868646000.0,868646000.0,868646000.0,1,1,0,1,1,1,1,2,2010,10.714052200317385,1803600.0
HLF,2010-09-30,2010-11-01,10-Q,Q3,HLF,packaged-foods,consumer-defensive,2010,1337087000.0,1337087000.0,1337087000.0,1337087000.0,1337087000.0,1337087000.0,,1337087000.0,1337087000.0,1337087000.0,1,1,0,1,1,1,1,3,2010,14.102705001831056,3009200.0
HLF,2010-12-31,2011-02-22,10-K,FY,HLF,packaged-foods,consumer-defensive,2010,1900817000.0,1900817000.0,1900817000.0,1900817000.0,1900817000.0,1900817000.0,,1900817000.0,1900817000.0,1900817000.0,1,1,0,1,1,1,1,4,2010,16.037755966186523,728800.0
HLF,2011-03-31,2011-05-02,10-Q,Q1,HLF,packaged-foods,consumer-defensive,2011,478161000.0,478161000.0,478161000.0,478161000.0,478161000.0,478161000.0,,478161000.0,478161000.0,478161000.0,1,1,0,1,1,1,1,1,2011,19.14738655090332,764000.0
HLF,2011-06-30,2011-08-01,10-Q,Q2,HLF,packaged-foods,consumer-defensive,2011,1030406000.0,1030406000.0,1030406000.0,1030406000.0,1030406000.0,1030406000.0,,1030406000.0,1030406000.0,1030406000.0,1,1,0,1,1,1,1,2,2011,27.181718826293945,1700800.0
HLF,2011-09-30,2011-10-31,10-Q,Q3,HLF,packaged-foods,consumer-defensive,2011,1585572000.0,1585572000.0,1585572000.0,1585572000.0,1585572000.0,1585572000.0,,1585572000.0,1585572000.0,1585572000.0,1,1,0,1,1,1,1,3,2011,25.370546340942383,4300200.0
HLF,2011-12-31,2012-02-21,10-K,FY,HLF,packaged-foods,consumer-defensive,2011,1831443000.0,1831443000.0,1831443000.0,1831443000.0,1831443000.0,1831443000.0,,1831443000.0,1831443000.0,1831443000.0,1,1,0,1,1,1,1,4,2011,24.540626525878903,1252000.0
HLF,2012-03-31,2012-04-30,10-Q,Q1,HLF,packaged-foods,consumer-defensive,2012,632303000.0,632303000.0,632303000.0,632303000.0,632303000.0,632303000.0,,632303000.0,632303000.0,632303000.0,1,1,0,1,1,1,1,1,2012,32.83202362060547,2882800.0
HLF,2012-06-30,2012-07-30,10-Q,Q2,HLF,packaged-foods,consumer-defensive,2012,1340934000.0,1340934000.0,1340934000.0,1340934000.0,1340934000.0,1340934000.0,,1340934000.0,1340934000.0,1340934000.0,1,1,0,1,1,1,1,2,2012,23.208192825317383,4076200.0
HLF,2012-09-30,2012-10-29,10-Q,Q3,HLF,packaged-foods,consumer-defensive,2012,2060844000.0,2060844000.0,2060844000.0,2060844000.0,2060844000.0,2060844000.0,,2060844000.0,2060844000.0,2060844000.0,1,1,0,1,1,1,1,3,2012,22.894819259643555,3260000.0
HLF,2012-12-31,2013-02-19,10-K,FY,HLF,packaged-foods,consumer-defensive,2012,2175415000.0,2175415000.0,2175415000.0,2175415000.0,2175415000.0,2175415000.0,,2175415000.0,2175415000.0,2175415000.0,1,1,0,1,1,1,1,4,2012,16.014554977416992,32691000.0
HLF,2013-03-31,2013-04-29,10-Q,Q1,HLF,packaged-foods,consumer-defensive,2013,768031000.0,768031000.0,768031000.0,768031000.0,768031000.0,768031000.0,,768031000.0,768031000.0,768031000.0,1,1,0,1,1,1,1,1,2013,18.34378433227539,4572200.0
HLF,2013-06-30,2013-07-29,10-Q,Q2,HLF,packaged-foods,consumer-defensive,2013,1596242000.0,1596242000.0,1596242000.0,1596242000.0,1596242000.0,1596242000.0,,1596242000.0,1596242000.0,1596242000.0,1,1,0,1,1,1,1,2,2013,22.260406494140625,5399600.0
HLF,2013-09-30,2013-10-28,10-Q,Q3,HLF,packaged-foods,consumer-defensive,2013,2411532000.0,2411532000.0,2411532000.0,2411532000.0,2411532000.0,2411532000.0,,2411532000.0,2411532000.0,2411532000.0,1,1,0,1,1,1,1,3,2013,34.5626106262207,11095400.0
HLF,2013-12-31,2014-02-18,10-K,FY,HLF,packaged-foods,consumer-defensive,2013,2774453000.0,2774453000.0,2774453000.0,2774453000.0,2774453000.0,2774453000.0,,2774453000.0,2774453000.0,2774453000.0,1,1,0,1,1,1,1,4,2013,39.174537658691406,2007600.0
HLF,2014-03-31,2014-04-28,10-Q,Q1,HLF,packaged-foods,consumer-defensive,2014,897670000.0,897670000.0,897670000.0,897670000.0,897670000.0,897670000.0,,897670000.0,897670000.0,897670000.0,1,1,0,1,1,1,1,1,2014,28.63500022888184,4998400.0
HLF,2014-06-30,2014-07-28,10-Q,Q2,HLF,packaged-foods,consumer-defensive,2014,1869685000.0,1869685000.0,1869685000.0,1869685000.0,1869685000.0,1869685000.0,,1869685000.0,1869685000.0,1869685000.0,1,1,0,1,1,1,1,2,2014,32.27000045776367,1988600.0
HLF,2014-09-30,2014-11-03,10-Q,Q3,HLF,packaged-foods,consumer-defensive,2014,2844813000.0,2844813000.0,2844813000.0,2844813000.0,2844813000.0,2844813000.0,,2844813000.0,2844813000.0,2844813000.0,1,1,0,1,1,1,1,3,2014,21.875,3832200.0
HLF,2014-12-31,2015-02-26,10-K,FY,HLF,packaged-foods,consumer-defensive,2014,3259700000.0,3259700000.0,3259700000.0,3259700000.0,3259700000.0,3259700000.0,,3259700000.0,3259700000.0,3259700000.0,1,1,0,1,1,1,1,4,2014,18.850000381469727,2937600.0
HLF,2015-03-31,2015-05-05,10-Q,Q1,HLF,packaged-foods,consumer-defensive,2015,1011400000.0,1011400000.0,1011400000.0,1011400000.0,1011400000.0,1011400000.0,,1011400000.0,1011400000.0,1011400000.0,1,1,0,1,1,1,1,1,2015,21.3799991607666,2576600.0
HLF,2015-06-30,2015-08-05,10-Q,Q2,HLF,packaged-foods,consumer-defensive,2015,2060500000.0,2060500000.0,2060500000.0,2060500000.0,2060500000.0,2060500000.0,,2060500000.0,2060500000.0,2060500000.0,1,1,0,1,1,1,1,2,2015,27.545000076293945,2390200.0
HLF,2015-09-30,2015-11-03,10-Q,Q3,HLF,packaged-foods,consumer-defensive,2015,3061700000.0,3061700000.0,3061700000.0,3061700000.0,3061700000.0,3061700000.0,,3061700000.0,3061700000.0,3061700000.0,1,1,0,1,1,1,1,3,2015,27.25,2754800.0
HLF,2015-12-31,2016-02-25,10-K,FY,HLF,packaged-foods,consumer-defensive,2015,3861900000.0,3861900000.0,3861900000.0,3861900000.0,3861900000.0,3861900000.0,,3861900000.0,3861900000.0,3861900000.0,1,1,0,1,1,1,1,4,2015,26.809999465942383,1273000.0
HLF,2016-03-31,2016-05-05,10-Q,Q1,HLF,packaged-foods,consumer-defensive,2016,890000000.0,890000000.0,890000000.0,890000000.0,890000000.0,890000000.0,,890000000.0,890000000.0,890000000.0,1,1,0,1,1,1,1,1,2016,30.780000686645508,3938200.0
HLF,2016-06-30,2016-08-03,10-Q,Q2,HLF,packaged-foods,consumer-defensive,2016,1823000000.0,1823000000.0,1823000000.0,1823000000.0,1823000000.0,1823000000.0,,1823000000.0,1823000000.0,1823000000.0,1,1,0,1,1,1,1,2,2016,29.26499938964844,2692600.0
HLF,2016-09-30,2016-11-01,10-Q,Q3,HLF,packaged-foods,consumer-defensive,2016,2719000000.0,2719000000.0,2719000000.0,2719000000.0,2719000000.0,2719000000.0,,2719000000.0,2719000000.0,2719000000.0,1,1,0,1,1,1,1,3,2016,30.9950008392334,2312400.0
HLF,2016-12-31,2017-02-23,10-K,FY,HLF,packaged-foods,consumer-defensive,2016,3975700000.0,3975700000.0,3975700000.0,3975700000.0,3975700000.0,3975700000.0,,3975700000.0,3975700000.0,3975700000.0,1,1,0,1,1,1,1,4,2016,24.06999969482422,1935000.0
HLF,2017-03-31,2017-05-04,10-Q,Q1,HLF,packaged-foods,consumer-defensive,2017,906500000.0,906500000.0,906500000.0,906500000.0,906500000.0,906500000.0,,906500000.0,906500000.0,906500000.0,1,1,0,1,1,1,1,1,2017,29.06999969482422,1041000.0
HLF,2017-06-30,2017-08-01,10-Q,Q2,HLF,packaged-foods,consumer-defensive,2017,1872000000.0,1872000000.0,1872000000.0,1872000000.0,1872000000.0,1872000000.0,,1872000000.0,1872000000.0,1872000000.0,1,1,0,1,1,1,1,2,2017,35.665000915527344,1582600.0
HLF,2017-09-30,2017-11-02,10-Q,Q3,HLF,packaged-foods,consumer-defensive,2017,2784900000.0,2784900000.0,2784900000.0,2784900000.0,2784900000.0,2784900000.0,,2784900000.0,2784900000.0,2784900000.0,1,1,0,1,1,1,1,3,2017,33.915000915527344,1075400.0
HLF,2017-12-31,2018-02-22,10-K,FY,HLF,packaged-foods,consumer-defensive,2017,3613000000.0,3613000000.0,3613000000.0,3613000000.0,3613000000.0,3613000000.0,,3613000000.0,3613000000.0,3613000000.0,1,1,0,1,1,1,1,4,2017,33.86000061035156,1229000.0
HLF,2018-03-31,2018-05-03,10-Q,Q1,HLF,packaged-foods,consumer-defensive,2018,897500000.0,897500000.0,897500000.0,897500000.0,897500000.0,897500000.0,,897500000.0,897500000.0,897500000.0,1,1,0,1,1,1,1,1,2018,48.73500061035156,1513600.0
HLF,2018-06-30,2018-08-01,10-Q,Q2,HLF,packaged-foods,consumer-defensive,2018,1825600000.0,1825600000.0,1825600000.0,1825600000.0,1825600000.0,1825600000.0,,1825600000.0,1825600000.0,1825600000.0,1,1,0,1,1,1,1,2,2018,53.720001220703125,1111100.0
HLF,2018-09-30,2018-10-30,10-Q,Q3,HLF,packaged-foods,consumer-defensive,2018,2695600000.0,2695600000.0,2695600000.0,2695600000.0,2695600000.0,2695600000.0,,2695600000.0,2695600000.0,2695600000.0,1,1,0,1,1,1,1,3,2018,54.54999923706055,708200.0
HLF,2018-12-31,2019-02-19,10-K,FY,HLF,packaged-foods,consumer-defensive,2018,3633800000.0,3633800000.0,3633800000.0,3633800000.0,3633800000.0,3633800000.0,,3633800000.0,3633800000.0,3633800000.0,1,1,0,1,1,1,1,4,2018,58.95000076293945,1013800.0
HLF,2019-03-31,2019-05-02,10-Q,Q1,HLF,packaged-foods,consumer-defensive,2019,937000000.0,937000000.0,937000000.0,937000000.0,937000000.0,937000000.0,,937000000.0,937000000.0,937000000.0,1,1,0,1,1,1,1,1,2019,52.9900016784668,1332200.0
HLF,2019-06-30,2019-08-01,10-Q,Q2,HLF,packaged-foods,consumer-defensive,2019,1987100000.0,1987100000.0,1987100000.0,1987100000.0,1987100000.0,1987100000.0,,1987100000.0,1987100000.0,1987100000.0,1,1,0,1,1,1,1,2,2019,42.7599983215332,2751400.0
HLF,2019-09-30,2019-10-29,10-Q,Q3,HLF,packaged-foods,consumer-defensive,2019,3011800000.0,3011800000.0,3011800000.0,3011800000.0,3011800000.0,3011800000.0,,3011800000.0,3011800000.0,3011800000.0,1,1,0,1,1,1,1,3,2019,37.86000061035156,1417700.0
