Lyft,DoorDash,Instacart,Grubhub,Fiverr,Upwork,side hustle,gig,Herbalife,Primerica,Tupperware,Avon,year,month,date,Lyft_lag,DoorDash_lag,Instacart_lag,Grubhub_lag,Fiverr_lag,Upwork_lag,side hustle_lag,gig_lag,Herbalife_lag,Primerica_lag,Tupperware_lag,Avon_lag
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,3.0,21.0,2010,1,2010-01-31,,,,,,,,,,,,
0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,3.0,20.0,2010,2,2010-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,3.0,21.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,21.0,2010,3,2010-03-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,3.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,2.0,21.0,2010,4,2010-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,21.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,3.0,22.0,2010,5,2010-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,2.0,21.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,23.0,2010,6,2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,3.0,22.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,23.0,2010,7,2010-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,23.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,22.0,2010,8,2010-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,23.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,3.0,22.0,2010,9,2010-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,22.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,21.0,2010,10,2010-10-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,3.0,22.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,21.0,2010,11,2010-11-30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,21.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,20.0,2010,12,2010-12-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,21.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,19.0,2011,1,2011-01-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,20.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,19.0,2011,2,2011-02-28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,19.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,20.0,2011,3,2011-03-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,19.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,20.0,2011,4,2011-04-30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,20.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,2.0,3.0,20.0,2011,5,2011-05-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,20.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,2.0,2.0,21.0,2011,6,2011-06-30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,2.0,3.0,20.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,3.0,3.0,21.0,2011,7,2011-07-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,2.0,2.0,21.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,2.0,3.0,20.0,2011,8,2011-08-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,3.0,3.0,21.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,2.0,3.0,20.0,2011,9,2011-09-30,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,4.0,2.0,3.0,20.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,3.0,2.0,2.0,19.0,2011,10,2011-10-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,2.0,3.0,20.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,3.0,20.0,2011,11,2011-11-30,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,3.0,2.0,2.0,19.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,3.0,2.0,2.0,19.0,2011,12,2011-12-31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,2.0,3.0,20.0
0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,4.0,2.0,3.0,19.0,2012,1,2012-01-31,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,3.0,2.0,2.0,19.0
0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,4.0,2.0,3.0,20.0,2012,2,2012-02-29,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,4.0,2.0,3.0,19.0
0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,5.0,2.0,2.0,18.0,2012,3,2012-03-31,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,4.0,2.0,3.0,20.0
0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,5.0,2.0,3.0,19.0,2012,4,2012-04-30,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,5.0,2.0,2.0,18.0
0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,6.0,2.0,2.0,20.0,2012,5,2012-05-31,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,5.0,2.0,3.0,19.0
0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,5.0,2.0,2.0,20.0,2012,6,2012-06-30,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,6.0,2.0,2.0,20.0
0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,5.0,2.0,3.0,19.0,2012,7,2012-07-31,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,5.0,2.0,2.0,20.0
0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,5.0,2.0,3.0,20.0,2012,8,2012-08-31,0.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,5.0,2.0,3.0,19.0
0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,5.0,2.0,2.0,19.0,2012,9,2012-09-30,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,5.0,2.0,3.0,20.0
0.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,5.0,2.0,3.0,19.0,2012,10,2012-10-31,0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,5.0,2.0,2.0,19.0
0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,4.0,2.0,3.0,18.0,2012,11,2012-11-30,0.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,5.0,2.0,3.0,19.0
0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,5.0,1.0,3.0,17.0,2012,12,2012-12-31,0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,4.0,2.0,3.0,18.0
0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,19.0,2013,1,2013-01-31,0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,5.0,1.0,3.0,17.0
0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,7.0,2.0,3.0,18.0,2013,2,2013-02-28,0.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,19.0
0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,7.0,2.0,3.0,17.0,2013,3,2013-03-31,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,7.0,2.0,3.0,18.0
1.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,7.0,2.0,3.0,18.0,2013,4,2013-04-30,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,7.0,2.0,3.0,17.0
1.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,19.0,2013,5,2013-05-31,1.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,7.0,2.0,3.0,18.0
1.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,20.0,2013,6,2013-06-30,1.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,19.0
2.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,19.0,2013,7,2013-07-31,1.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,20.0
2.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,8.0,2.0,3.0,20.0,2013,8,2013-08-31,2.0,0.0,0.0,3.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,19.0
2.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,18.0,2013,9,2013-09-30,2.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,8.0,2.0,3.0,20.0
2.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,7.0,2.0,3.0,18.0,2013,10,2013-10-31,2.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,18.0
2.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,6.0,2.0,3.0,18.0,2013,11,2013-11-30,2.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,7.0,2.0,3.0,18.0
3.0,0.0,0.0,5.0,1.0,0.0,0.0,7.0,6.0,1.0,3.0,17.0,2013,12,2013-12-31,2.0,0.0,0.0,5.0,1.0,0.0,0.0,6.0,6.0,2.0,3.0,18.0
2.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,8.0,2.0,3.0,18.0,2014,1,2014-01-31,3.0,0.0,0.0,5.0,1.0,0.0,0.0,7.0,6.0,1.0,3.0,17.0
2.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,9.0,2.0,3.0,18.0,2014,2,2014-02-28,2.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,8.0,2.0,3.0,18.0
3.0,0.0,0.0,8.0,1.0,0.0,0.0,6.0,11.0,2.0,3.0,17.0,2014,3,2014-03-31,2.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,9.0,2.0,3.0,18.0
4.0,0.0,0.0,8.0,1.0,0.0,0.0,6.0,10.0,2.0,3.0,18.0,2014,4,2014-04-30,3.0,0.0,0.0,8.0,1.0,0.0,0.0,6.0,11.0,2.0,3.0,17.0
5.0,0.0,1.0,7.0,1.0,0.0,0.0,7.0,8.0,2.0,3.0,19.0,2014,5,2014-05-31,4.0,0.0,0.0,8.0,1.0,0.0,0.0,6.0,10.0,2.0,3.0,18.0
5.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,19.0,2014,6,2014-06-30,5.0,0.0,1.0,7.0,1.0,0.0,0.0,7.0,8.0,2.0,3.0,19.0
6.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,8.0,2.0,3.0,19.0,2014,7,2014-07-31,5.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,7.0,2.0,3.0,19.0
7.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,6.0,2.0,3.0,18.0,2014,8,2014-08-31,6.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,8.0,2.0,3.0,19.0
6.0,0.0,1.0,7.0,1.0,0.0,0.0,6.0,5.0,2.0,3.0,17.0,2014,9,2014-09-30,7.0,0.0,1.0,6.0,1.0,0.0,0.0,7.0,6.0,2.0,3.0,18.0
6.0,0.0,1.0,7.0,1.0,0.0,0.0,6.0,5.0,2.0,3.0,16.0,2014,10,2014-10-31,6.0,0.0,1.0,7.0,1.0,0.0,0.0,6.0,5.0,2.0,3.0,17.0
5.0,0.0,1.0,8.0,1.0,0.0,0.0,6.0,5.0,2.0,3.0,17.0,2014,11,2014-11-30,6.0,0.0,1.0,7.0,1.0,0.0,0.0,6.0,5.0,2.0,3.0,16.0
4.0,0.0,1.0,8.0,1.0,0.0,0.0,7.0,4.0,1.0,3.0,17.0,2014,12,2014-12-31,5.0,0.0,1.0,8.0,1.0,0.0,0.0,6.0,5.0,2.0,3.0,17.0
4.0,0.0,1.0,8.0,1.0,0.0,0.0,6.0,6.0,2.0,3.0,17.0,2015,1,2015-01-31,4.0,0.0,1.0,8.0,1.0,0.0,0.0,7.0,4.0,1.0,3.0,17.0
5.0,0.0,1.0,9.0,2.0,0.0,0.0,6.0,6.0,2.0,3.0,16.0,2015,2,2015-02-28,4.0,0.0,1.0,8.0,1.0,0.0,0.0,6.0,6.0,2.0,3.0,17.0
6.0,0.0,1.0,8.0,2.0,0.0,0.0,6.0,7.0,2.0,3.0,17.0,2015,3,2015-03-31,5.0,0.0,1.0,9.0,2.0,0.0,0.0,6.0,6.0,2.0,3.0,16.0
4.0,0.0,1.0,8.0,2.0,0.0,0.0,6.0,6.0,2.0,3.0,18.0,2015,4,2015-04-30,6.0,0.0,1.0,8.0,2.0,0.0,0.0,6.0,7.0,2.0,3.0,17.0
