Lyft,DoorDash,Instacart,Grubhub,Fiverr,Upwork,side hustle,gig,Herbalife,Primerica,Tupperware,Avon,Etsy,Shopify,Udemy,year,date,Lyft_lag,DoorDash_lag,Instacart_lag,Grubhub_lag,Fiverr_lag,Upwork_lag,side hustle_lag,gig_lag,Herbalife_lag,Primerica_lag,Tupperware_lag,Avon_lag,Etsy_lag,Shopify_lag,Udemy_lag
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.166666666666666,1.25,2.8333333333333335,3.0,14.666666666666666,0.0,0.0,0.0,2005,2005-01-01,,,,,,,,,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,1.3333333333333333,2.75,3.0,16.5,0.5833333333333334,0.0,0.0,2006,2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.166666666666666,1.25,2.8333333333333335,3.0,14.666666666666666,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,1.75,2.8333333333333335,3.0,17.166666666666668,2.5,0.0,0.0,2007,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,1.3333333333333333,2.75,3.0,16.5,0.5833333333333334,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,2.0,2.3333333333333335,2.9166666666666665,18.416666666666668,6.333333333333333,0.0,0.0,2008,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,1.75,2.8333333333333335,3.0,17.166666666666668,2.5,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.666666666666667,2.5,2.25,3.0,20.0,10.833333333333334,0.0,0.0,2009,2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.25,2.0,2.3333333333333335,2.9166666666666665,18.416666666666668,6.333333333333333,0.0,0.0
0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,7.416666666666667,3.0,2.1666666666666665,2.8333333333333335,21.416666666666668,15.75,0.0,0.0,2010,2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.666666666666667,2.5,2.25,3.0,20.0,10.833333333333334,0.0,0.0
0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,7.666666666666667,3.4166666666666665,2.0833333333333335,2.5,19.833333333333332,29.083333333333332,0.16666666666666666,0.0,2011,2011-01-01,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,7.416666666666667,3.0,2.1666666666666665,2.8333333333333335,21.416666666666668,15.75,0.0,0.0
0.0,0.0,0.0,2.3333333333333335,1.0833333333333333,0.0,0.0,6.75,4.833333333333333,1.9166666666666667,2.6666666666666665,19.0,45.625,1.0416666666666667,0.0,2012,2012-01-01,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,7.666666666666667,3.4166666666666665,2.0833333333333335,2.5,19.833333333333332,29.083333333333332,0.16666666666666666,0.0
1.3333333333333333,0.0,0.0,3.8333333333333335,1.0,0.0,0.0,6.583333333333333,6.916666666666667,1.9166666666666667,3.0,18.416666666666668,52.871212121212125,1.0075757575757576,0.0,2013,2013-01-01,0.0,0.0,0.0,2.3333333333333335,1.0833333333333333,0.0,0.0,6.75,4.833333333333333,1.9166666666666667,2.6666666666666665,19.0,45.625,1.0416666666666667,0.0
4.583333333333333,0.0,0.6666666666666666,7.083333333333333,1.0,0.0,0.0,6.416666666666667,7.166666666666667,1.9166666666666667,3.0,17.75,56.37654066217285,2.0629924670154556,1.0314962335077278,2014,2014-01-01,1.3333333333333333,0.0,0.0,3.8333333333333335,1.0,0.0,0.0,6.583333333333333,6.916666666666667,1.9166666666666667,3.0,18.416666666666668,52.871212121212125,1.0075757575757576,0.0
6.25,0.6666666666666666,1.25,7.833333333333333,1.75,0.5833333333333334,0.0,6.416666666666667,5.5,1.9166666666666667,3.0,17.25,54.719753442122,2.740846048448138,1.7120063836169965,2015,2015-01-01,4.583333333333333,0.0,0.6666666666666666,7.083333333333333,1.0,0.0,0.0,6.416666666666667,7.166666666666667,1.9166666666666667,3.0,17.75,56.37654066217285,2.0629924670154556,1.0314962335077278
13.583333333333334,2.0,1.3333333333333333,8.333333333333334,1.4166666666666667,1.0,0.0,6.25,6.166666666666667,1.9166666666666667,2.9166666666666665,17.583333333333332,51.05013776913133,4.369022958212864,1.5418303871106058,2016,2016-01-01,6.25,0.6666666666666666,1.25,7.833333333333333,1.75,0.5833333333333334,0.0,6.416666666666667,5.5,1.9166666666666667,3.0,17.25,54.719753442122,2.740846048448138,1.7120063836169965
21.583333333333332,3.9166666666666665,3.0,9.916666666666666,2.0,1.1666666666666667,0.0,6.25,5.0,2.0,3.0,17.083333333333332,48.80373831861893,6.936745833471824,2.226353679151116,2017,2017-01-01,13.583333333333334,2.0,1.3333333333333333,8.333333333333334,1.4166666666666667,1.0,0.0,6.25,6.166666666666667,1.9166666666666667,2.9166666666666665,17.583333333333332,51.05013776913133,4.369022958212864,1.5418303871106058
21.916666666666668,10.666666666666666,5.5,13.666666666666666,2.0,1.5833333333333333,0.0,6.333333333333333,5.25,1.9166666666666667,3.0,16.75,46.929892917459256,8.22055710223452,3.1685975507031405,2018,2018-01-01,21.583333333333332,3.9166666666666665,3.0,9.916666666666666,2.0,1.1666666666666667,0.0,6.25,5.0,2.0,3.0,17.083333333333332,48.80373831861893,6.936745833471824,2.226353679151116
23.5,24.583333333333332,7.0,16.416666666666668,2.4166666666666665,1.75,0.5,6.166666666666667,5.083333333333333,2.0,3.0,16.166666666666668,49.30268453763086,9.602343518459957,3.173081784686532,2019,2019-01-01,21.916666666666668,10.666666666666666,5.5,13.666666666666666,2.0,1.5833333333333333,0.0,6.333333333333333,5.25,1.9166666666666667,3.0,16.75,46.929892917459256,8.22055710223452,3.1685975507031405
11.75,38.083333333333336,22.166666666666668,19.0,3.4166666666666665,1.8333333333333333,0.75,6.5,5.5,2.0,3.1666666666666665,15.5,75.01869102742849,13.689732269083462,4.019972507042278,2020,2020-01-01,23.5,24.583333333333332,7.0,16.416666666666668,2.4166666666666665,1.75,0.5,6.166666666666667,5.083333333333333,2.0,3.0,16.166666666666668,49.30268453763086,9.602343518459957,3.173081784686532
11.166666666666666,43.25,15.333333333333334,15.666666666666666,3.6666666666666665,1.1666666666666667,1.0,6.0,4.916666666666667,1.9166666666666667,3.1666666666666665,15.666666666666666,74.84654240969893,10.635688667399101,3.0885494032500334,2021,2021-01-01,11.75,38.083333333333336,22.166666666666668,19.0,3.4166666666666665,1.8333333333333333,0.75,6.5,5.5,2.0,3.1666666666666665,15.5,75.01869102742849,13.689732269083462,4.019972507042278
